Row,iac_file_churn,files_num_normalized_resources,iac_file_dependency,nb_files,nb_noniac_files,avg_files_per_commit,nb_content_sim_files,nb_path_sim_files,Ratio_out_of_cofiles_developers,file_nb_parameters,file_nb_variables,file_nb_resources,Graph_History_network_density,Graph_History_betweenness_centrality,Graph_History_closeness_centrality,Graph_ContentSimilarity_std_degree_centrality,Graph_ContentSimilarity_network_density,Graph_ContentSimilarity_closeness_centrality,Graph_PathSimilarity_network_density,Graph_PathSimilarity_Degree_centrality
651,16,0.1,0,135,23,71.5,1,105,0,0,0,2,0.66,0,0.8,0.39,0.77,0.89,1,2.01
652,2,0.05,0,135,23,71.5,1,106,0,0,0,3,0.66,0,0.8,0.39,0.77,0.92,1,2.01
653,2,0.11,7,135,23,71.5,5,107,0,0,0,1,0.66,0,0.8,0.39,0.77,0.81,1,2.01
654,2,0.08,1,135,23,71.5,2,79,0,4,0,4,0.66,0,0.8,0.39,0.77,0.94,1,2.01
655,4,0.02,0,135,23,71.5,1,111,0,6,6,1,0.66,0,0.8,0.39,0.77,0.9,1,2.01
656,10,0.04,2,135,23,24.5,2,79,0.25,5,0,2,0.66,0,0.8,0.39,0.77,0.96,1,2.01
657,4,0.06,3,135,23,71.5,1,122,0,3,0,2,0.66,0,0.8,0.39,0.77,0.93,1,2.01
658,4,0.06,3,136,24,71.11,1,123,0,3,0,2,0.58,0.12,0.82,0.39,0.77,0.93,1,2.01
659,6,0.09,1,135,23,71.5,1,123,0,0,0,4,0.66,0,0.8,0.39,0.77,0.93,1,2.01
660,4,0.03,0,135,23,71.5,1,86,0,7,1,1,0.66,0,0.8,0.39,0.77,0.89,1,2.01
661,2,0.05,0,135,23,71.5,1,110,0,1,2,1,0.66,0,0.8,0.39,0.77,0.93,1,2.01
662,2,0.08,0,135,23,71.5,1,123,0,0,0,1,0.66,0,0.8,0.39,0.77,0.84,1,2.01
663,2,0.05,0,135,23,71.5,2,105,0,1,1,1,0.66,0,0.8,0.39,0.77,0.89,1,2.01
664,4,0.09,6,135,23,71.5,2,108,0,0,0,6,0.66,0,0.8,0.39,0.77,0.94,1,2.01
665,2,0.02,1,135,23,37.72,1,105,0.04,0,1,1,0.66,0,0.8,0.39,0.77,0.86,1,2.01
666,4,0.08,5,135,23,71.5,1,71,0,0,0,2,0.66,0,0.8,0.39,0.77,0.88,1,2.01
667,2,0.05,0,135,23,71.5,2,123,0,1,0,1,0.66,0,0.8,0.39,0.77,0.84,1,2.01
668,4,0.04,1,135,23,37.72,1,110,0.04,0,1,4,0.66,0,0.8,0.39,0.77,0.96,1,2.01
669,2,0.07,0,135,23,71.5,1,76,0,6,0,1,0.66,0,0.8,0.39,0.77,0.85,1,2.01
670,4,0.04,0,135,23,71.5,1,105,0,1,2,1,0.66,0,0.8,0.39,0.77,0.85,1,2.01
671,2,0.06,10,135,23,71.5,1,77,0,8,10,8,0.66,0,0.8,0.39,0.77,0.97,1,2.01
672,2,0.07,0,135,23,71.5,2,105,0,1,1,1,0.66,0,0.8,0.39,0.77,0.84,1,2.01
673,2,0.12,0,135,23,71.5,1,123,0,0,0,1,0.66,0,0.8,0.39,0.77,0.81,1,2.01
674,2,0.09,2,135,23,71.5,3,77,0,0,0,1,0.66,0,0.8,0.39,0.77,0.87,1,2.01
675,2,0.1,2,135,23,71.5,2,107,0,0,0,1,0.66,0,0.8,0.39,0.77,0.85,1,2.01
676,2,0.11,3,135,23,71.5,2,76,0,8,0,4,0.66,0,0.8,0.39,0.77,0.91,1,2.01
677,2,0.03,3,135,23,71.5,1,107,0,1,0,1,0.66,0,0.8,0.39,0.77,0.88,1,2.01
678,8,0.06,2,135,23,71.5,2,75,0,8,0,5,0.66,0,0.8,0.39,0.77,0.95,1,2.01
679,8,0.08,5,135,23,71.5,1,74,0,8,2,4,0.66,0,0.8,0.39,0.77,0.94,1,2.01
680,2,0.12,1,135,23,71.5,1,70,0,0,3,3,0.66,0,0.8,0.39,0.77,0.87,1,2.01
681,3,0.21,3,10,10,16.2,1,1,0.12,0,1,3,0.66,0,0.46,0.39,0.77,0.83,1,2.01
682,3,0.21,3,11,11,16.2,1,2,0.12,0,1,3,0.58,0.11,0.48,0.39,0.77,0.83,1,2.01
683,22,0.04,5,10,8,2.44,1,107,0.07,4,3,5,0.66,0,0.06,0.39,0.77,0.97,1,2.01
684,2,0.09,6,135,23,71.5,1,111,0,0,0,1,0.66,0,0.8,0.39,0.77,0.88,1,2.01
685,17,0.12,0,135,23,36.25,2,72,0.33,2,0,2,0.66,0,0.8,0.39,0.77,0.83,1,2.01
686,17,0.12,0,136,24,36.17,2,73,0.33,2,0,2,0.58,0.12,0.82,0.39,0.77,0.83,1,2.01
687,2,0.08,3,135,23,71.5,3,123,0,0,0,1,0.66,0,0.8,0.39,0.77,0.85,1,2.01
688,2,0.08,1,135,23,71.5,2,74,0,0,0,1,0.66,0,0.8,0.39,0.77,0.86,1,2.01
689,8,0.07,5,135,23,71.5,2,75,0,8,0,6,0.66,0,0.8,0.39,0.77,0.96,1,2.01
690,2,0.05,0,135,23,71.5,1,69,0,5,0,2,0.66,0,0.8,0.39,0.77,0.93,1,2.01
691,2,0.1,2,135,23,71.5,3,107,0,0,0,1,0.66,0,0.8,0.39,0.77,0.83,1,2.01
692,2,0,1,135,23,71.5,1,13,0,0,0,0,0.66,0,0.8,0.39,0.77,0.67,1,2.01
693,2,0.03,0,135,23,71.5,1,69,0,6,10,5,0.66,0,0.8,0.39,0.77,0.97,1,2.01
694,14,0.01,3,14,9,1.99,1,82,0.18,35,33,2,0.09,0.02,0.45,0.26,0.88,0.98,1.01,2.01
695,2,0.03,3,4,3,1.64,1,74,0.4,5,2,2,0.09,0,0.4,0.26,0.88,0.97,1.01,2.01
696,2,0.03,3,4,3,1.64,1,74,0.45,5,2,2,0.09,0,0.4,0.26,0.88,0.97,1.01,2.01
697,2,0.03,3,4,3,1.64,1,74,0.45,5,2,2,0.09,0,0.4,0.26,0.88,0.97,1.01,2.01
698,2,0.03,3,4,3,1.64,1,74,0.45,5,2,2,0.09,0,0.4,0.26,0.88,0.97,1.01,2.01
699,2,0.03,3,4,3,1.64,1,74,0.38,5,2,2,0.09,0.01,0.41,0.26,0.88,0.97,1.01,2.01
700,2,0.03,3,4,3,1.64,1,74,0.38,5,2,2,0.09,0.01,0.41,0.26,0.88,0.97,1.01,2.01
701,1,0.05,0,16,9,3.58,3,80,0.18,0,1,1,0.09,0.03,0.45,0.26,0.88,0.89,1.01,2.01
702,4,0.05,0,16,9,3.58,3,80,0.14,0,1,1,0.09,0.03,0.45,0.26,0.88,0.89,1.01,2.01
703,26,0.07,6,19,11,3.75,3,82,0.19,1,1,2,0.09,0.01,0.48,0.26,0.88,0.99,1.01,2.01
704,1,0.08,8,19,11,3.75,3,82,0.17,2,1,3,0.09,0.01,0.48,0.26,0.88,0.99,1.01,2.01
705,5,0.07,7,20,12,3.75,3,83,0.21,2,1,3,0.09,0.03,0.48,0.26,0.88,0.99,0.99,2.01
706,18,0.11,7,20,12,3.75,3,83,0.17,2,1,6,0.09,0.03,0.48,0.26,0.88,0.99,0.99,2.01
707,15,0.09,7,20,12,3.75,3,83,0.16,4,2,6,0.09,0.04,0.48,0.26,0.88,0.99,0.99,2.01
708,20,0.1,7,20,12,3.75,3,83,0.16,4,2,6,0.09,0.04,0.49,0.26,0.88,0.99,0.99,2.01
709,2,0.1,7,20,12,3.75,3,83,0.16,4,2,6,0.09,0.04,0.49,0.26,0.88,0.99,0.99,2.01
710,9,0.02,0,5,2,3.97,1,80,0.14,5,1,2,0.09,0,0.35,0.26,0.88,0.96,1.01,2.01
711,2,0.07,1,3,2,3.98,1,74,0.1,3,0,2,0.09,0,0.35,0.26,0.88,0.95,1.01,2.01
712,1,0.1,5,8,2,2.59,1,82,0.27,4,0,2,0.09,0,0.36,0.26,0.88,0.91,1.01,2.01
713,5,0.09,4,8,2,2.59,1,82,0.36,4,0,2,0.09,0,0.36,0.26,0.88,0.91,1.01,2.01
714,5,0.1,5,8,2,2.59,1,82,0.29,4,0,2,0.09,0,0.37,0.26,0.88,0.91,1.01,2.01
715,7,0.17,5,2,1,2.99,1,50,0.11,3,2,3,0.09,0,0.4,0.26,0.88,0.95,1.01,2.01
716,8,0.04,0,5,0,3.23,1,80,0.33,1,1,1,0.09,0,0.31,0.26,0.88,0.9,1.01,2.01
717,2,0.08,6,7,6,2.38,4,82,0.12,3,0,4,0.09,0,0.44,0.26,0.88,0.98,1.01,2.01
718,2,0.08,6,10,8,2.39,4,85,0.08,3,0,4,0.09,0.04,0.49,0.26,0.88,0.98,0.97,2.01
719,1,0.22,3,7,1,4.97,5,81,0.15,0,0,2,0.09,0,0.35,0.26,0.88,0.86,1.01,2.01
720,2,0.22,3,8,1,4.97,5,81,0.18,0,0,2,0.09,0.02,0.4,0.26,0.88,0.86,0.99,2.01
721,1,0.25,2,10,2,4.97,5,81,0.18,0,0,2,0.09,0.04,0.42,0.26,0.88,0.86,0.97,2.01
722,2,0.03,11,42,25,3.74,1,82,0.35,19,16,7,0.09,0.03,0.54,0.26,0.88,1,1.01,2.01
723,33,0.03,12,45,27,3.75,1,85,0.26,19,16,7,0.09,0.07,0.55,0.26,0.88,1,0.97,2.01
724,6,0.03,11,45,27,3.75,1,85,0.19,19,15,7,0.09,0.07,0.55,0.26,0.88,1,0.97,2.01
725,12,0.03,10,45,27,3.75,1,85,0.21,19,15,7,0.09,0.07,0.55,0.26,0.88,1,0.97,2.01
726,2,0.06,2,11,3,2.27,2,82,0.17,8,0,2,0.09,0.02,0.45,0.26,0.88,0.91,1.01,2.01
727,2,0.01,6,18,9,2.61,1,82,0.22,5,3,1,0.09,0.02,0.48,0.26,0.88,0.98,1.01,2.01
728,2,0.01,6,21,11,2.61,1,85,0.2,5,3,1,0.09,0.07,0.52,0.26,0.88,0.98,0.97,2.01
729,12,0.01,6,21,11,2.61,1,85,0.13,7,3,1,0.08,0.09,0.53,0.26,0.88,0.98,0.97,2.01
730,2,0.03,11,11,9,3.36,1,83,0.12,23,16,5,0.09,0,0.45,0.26,0.88,1,1.01,2.01
731,8,0.03,11,14,11,3.37,1,86,0.12,23,16,5,0.09,0.04,0.51,0.26,0.88,1,0.97,2.01
732,1,0.03,12,14,11,3.37,1,86,0.11,23,16,5,0.09,0.05,0.51,0.26,0.88,1,0.97,2.01
733,5,0.03,11,14,11,3.37,1,86,0.11,23,16,5,0.09,0.05,0.51,0.26,0.88,1,0.97,2.01
734,9,0.03,13,14,11,3.37,1,86,0.11,24,18,5,0.09,0.06,0.52,0.26,0.88,1,0.97,2.01
735,10,0.06,0,2,0,1.99,1,75,0.11,3,0,2,0.09,0,0.36,0.26,0.88,0.93,1.01,2.01
736,1,0.17,0,15,9,8.88,1,75,0.18,3,5,3,0.09,0.02,0.45,0.26,0.88,0.97,1.01,2.01
737,14,0.03,1,2,1,1.99,3,80,0.33,11,4,2,0.09,0,0.32,0.26,0.88,0.98,1.01,2.01
738,31,0.03,1,2,1,1.99,3,80,0.18,12,4,2,0.09,0.01,0.38,0.26,0.88,0.98,1.01,2.01
739,2,0.03,1,2,1,2,3,80,0.15,12,4,2,0.09,0.01,0.38,0.26,0.88,0.98,1.01,2.01
740,109,0.05,10,12,9,12.8,1,80,0.12,5,5,5,0.09,0,0.44,0.26,0.88,0.97,1.01,2.01
741,2,0.04,8,47,23,10.12,1,82,0.33,0,0,2,0.09,0.13,0.54,0.26,0.88,0.98,1.01,2.01
742,1,0.04,9,50,25,10.12,1,85,0.23,0,0,2,0.09,0.17,0.57,0.26,0.88,0.98,0.97,2.01
743,9,0.04,9,51,26,10.12,1,86,0.19,0,0,2,0.08,0.19,0.57,0.26,0.88,0.98,0.96,2.01
744,3,0.1,1,10,1,10.19,1,253,0.25,1,1,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
745,26,0.08,1,10,1,9.8,1,253,0.5,2,1,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
746,15,0.12,0,32,1,20.16,8,253,0.2,1,0,2,0.09,0,0.52,0.32,0.91,0.97,1,2.01
747,14,0.06,0,10,1,10.19,1,253,0.2,1,0,1,0.09,0,0.5,0.32,0.91,0.96,1,2.01
748,15,0.06,0,32,1,20.16,7,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
749,12,0.07,0,5,1,5.51,1,253,0.4,1,2,3,0.09,0,0.49,0.32,0.91,0.98,1,2.01
750,7,0.18,1,9,1,9.47,1,253,0.2,1,0,2,0.09,0,0.5,0.32,0.91,0.92,1,2.01
751,5,0.05,0,5,1,7.16,1,253,0.2,2,0,3,0.09,0,0.49,0.32,0.91,0.98,1,2.01
752,8,0.05,0,36,1,18.6,1,253,0.2,2,2,1,0.09,0,0.52,0.32,0.91,0.96,1,2.01
753,18,0.05,0,37,1,18.94,1,253,0.2,2,1,1,0.09,0,0.53,0.32,0.91,0.97,1,2.01
754,4,0.11,0,4,1,5.51,1,253,0.2,1,0,1,0.09,0,0.49,0.32,0.91,0.92,1,2.01
755,17,0.17,0,5,1,7.16,2,253,0.2,2,0,4,0.09,0,0.49,0.32,0.91,0.97,1,2.01
756,2,0.17,0,5,1,7.89,2,253,0.4,2,0,4,0.08,0.05,0.53,0.32,0.91,0.97,1,2.01
757,113,0,0,252,6,4.08,1,253,0.8,0,0,1,0.09,0.51,0.96,0.32,0.91,0.96,1,2.01
758,3,0,0,258,11,4.08,1,259,0.83,0,0,1,0.08,0.55,0.96,0.32,0.91,0.96,0.97,2.01
759,112,0.02,10,37,1,18.94,1,253,0.25,1,0,2,0.09,0,0.53,0.32,0.91,0.97,1,2.01
760,26,0.06,2,37,1,16.97,1,253,0.25,1,3,2,0.08,0.01,0.53,0.32,0.91,0.97,1,2.01
761,43,0.06,1,37,1,16.77,1,253,0.2,1,3,2,0.08,0.01,0.53,0.32,0.91,0.97,1,2.01
762,7,0.06,1,37,1,16.92,2,253,0.4,1,3,2,0.08,0.07,0.56,0.32,0.91,0.97,1,2.01
763,2,0.11,3,9,1,8.31,3,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
764,2,0.02,1,4,1,5.51,1,253,0,0,0,3,0.09,0,0.49,0.32,0.91,0.97,1,2.01
765,2,0.12,0,2,1,1.04,1,253,0.2,2,7,4,0.09,0,0.49,0.32,0.91,0.97,1,2.01
766,5,0.04,1,4,1,5.51,1,253,0.2,1,0,1,0.09,0,0.49,0.32,0.91,0.95,1,2.01
767,14,0.06,0,22,1,17.02,1,253,0.2,1,0,1,0.09,0,0.51,0.32,0.91,0.96,1,2.01
768,3,0.07,0,32,1,20.16,1,253,0.2,2,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
769,9,0.05,0,37,1,18.94,1,253,0.2,2,1,1,0.09,0,0.53,0.32,0.91,0.94,1,2.01
770,4,0.15,0,8,4,3.71,2,253,0.2,0,0,3,0.09,0.01,0.5,0.32,0.91,0.96,1,2.01
771,30,0.12,0,8,4,3.98,2,253,0.4,1,1,3,0.08,0.07,0.54,0.32,0.91,0.96,1,2.01
772,2,0.11,3,9,1,8.31,5,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
773,15,0.06,0,32,1,20.16,8,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
774,3,0.06,0,13,1,12.21,1,253,0.2,2,0,1,0.09,0,0.5,0.32,0.91,0.92,1,2.01
775,2,0.11,3,9,1,6.19,5,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
776,14,0.13,0,5,1,5.51,1,253,0.25,1,0,2,0.09,0,0.49,0.32,0.91,0.97,1,2.01
777,12,0.19,0,7,1,6.34,1,253,0.2,1,1,3,0.09,0,0.5,0.32,0.91,0.96,1,2.01
778,5,0.18,0,7,1,6.71,1,253,0.4,1,1,3,0.08,0.05,0.53,0.32,0.91,0.96,1,2.01
779,15,0.18,0,32,1,20.16,7,253,0.2,1,0,3,0.09,0,0.52,0.32,0.91,0.97,1,2.01
780,2,0.11,3,9,1,8.31,5,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
781,2,0.16,0,5,1,6.23,4,253,0.2,1,0,4,0.09,0,0.49,0.32,0.91,0.97,1,2.01
782,15,0.06,0,32,1,20.16,8,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
783,15,0.06,0,32,1,20.16,5,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
784,30,0.12,4,6,2,2.81,2,253,0.2,1,1,3,0.09,0,0.49,0.32,0.91,0.97,1,2.01
785,17,0.05,0,37,1,14.45,1,253,0.2,2,1,1,0.09,0,0.53,0.32,0.91,0.97,1,2.01
786,15,0.06,0,32,1,20.16,7,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
787,3,0.06,0,13,1,12.21,1,253,0.2,2,0,1,0.09,0,0.5,0.32,0.91,0.92,1,2.01
788,14,0.06,1,22,1,17.02,1,253,0.2,1,0,1,0.09,0,0.51,0.32,0.91,0.97,1,2.01
789,2,0.11,3,9,1,8.31,3,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
790,24,0.1,3,10,1,8.32,4,254,0.2,1,0,2,0.08,0.02,0.5,0.32,0.91,0.97,1,2.01
791,3,0.09,3,10,1,8.67,4,254,0.4,1,0,2,0.08,0.07,0.54,0.32,0.91,0.97,1,2.01
792,26,0.09,1,19,1,16.12,1,253,0.2,1,0,2,0.09,0,0.51,0.32,0.91,0.96,1,2.01
793,11,0.09,1,19,1,16.64,1,253,0.4,1,0,2,0.08,0.05,0.54,0.32,0.91,0.96,1,2.01
794,2,0.11,3,9,1,8.31,5,253,0.25,1,0,2,0.09,0,0.5,0.32,0.91,0.97,1,2.01
795,3,0.07,0,32,1,20.16,1,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.93,1,2.01
796,15,0.06,0,32,1,20.16,8,253,0.2,1,0,1,0.09,0,0.52,0.32,0.91,0.97,1,2.01
797,13,0.06,0,37,1,18.94,1,253,0.2,1,0,1,0.09,0,0.53,0.32,0.91,0.97,1,2.01
798,4,0.17,0,1,0,1.93,1,253,0.2,1,0,2,0.09,0,0.49,0.32,0.91,0.95,1,2.01
799,13,0.06,0,37,1,18.94,1,253,0.2,1,0,1,0.09,0,0.53,0.32,0.91,0.96,1,2.01
800,2,0.03,0,10,1,10.19,3,253,0.25,1,1,1,0.09,0,0.5,0.32,0.91,0.96,1,2.01
801,1,0.01,5,198,48,12.76,2,41,0.09,44,38,7,0.14,0.01,0.58,0.34,0.8,0.96,1,2
802,26,0.01,5,198,48,12.76,2,41,0.09,44,34,7,0.14,0.01,0.58,0.34,0.8,0.96,1,2
803,81,0.02,7,199,49,12.76,2,42,0.09,47,33,7,0.14,0.06,0.61,0.34,0.8,0.96,1,2
804,2,0.02,31,222,69,18.56,21,177,0.11,20,4,4,0.14,0.01,0.6,0.34,0.8,0.97,1,2
805,52,0.02,31,222,69,18.56,21,177,0.11,20,4,4,0.14,0.01,0.6,0.34,0.8,0.97,1,2
806,23,0.02,31,222,69,18.56,21,177,0.12,21,4,4,0.14,0.01,0.6,0.34,0.8,0.97,1,2
807,57,0.02,1,10,6,5.57,6,153,0.1,19,2,3,0.14,0,0.37,0.34,0.8,0.95,1,2
808,4,0.1,2,181,38,67.75,1,163,0.01,1,0,3,0.14,0,0.56,0.34,0.8,0.88,1,2
809,10,0.06,0,5,2,6.9,1,45,0.02,3,0,2,0.14,0,0.38,0.34,0.8,0.88,1,2
810,56,0.04,4,208,58,39.4,42,190,0.06,16,2,5,0.14,0,0.59,0.34,0.8,0.93,1,2
811,46,0.02,2,19,6,9.39,17,125,0.05,4,2,2,0.14,0,0.4,0.34,0.8,0.92,1,2
812,3,0.05,9,188,40,44.45,8,153,0.02,1,0,2,0.14,0,0.57,0.34,0.8,0.92,1,2
813,4,0.05,9,188,40,44.42,10,153,0.03,1,0,2,0.14,0,0.57,0.34,0.8,0.92,1,2
814,1,0.05,10,188,40,44.4,13,153,0.04,1,0,2,0.14,0.01,0.57,0.34,0.8,0.92,1,2
815,1,0.03,7,214,61,20.29,42,190,0.1,12,6,4,0.14,0,0.59,0.34,0.8,0.98,1,2
816,11,0.03,3,221,64,21.97,37,190,0.1,20,3,4,0.14,0.07,0.6,0.34,0.8,0.95,1,2
817,65,0.03,3,222,65,21.97,37,191,0.11,20,3,4,0.14,0.09,0.61,0.34,0.8,0.95,1,2
818,2,0.03,3,228,65,21.97,37,197,0.11,20,3,4,0.13,0.11,0.61,0.34,0.8,0.95,0.98,2
819,4,0.06,3,186,38,39.23,7,175,0.04,1,0,2,0.14,0,0.57,0.34,0.8,0.88,1,2
820,2,0.06,3,186,38,39.21,11,175,0.04,1,0,2,0.14,0,0.57,0.34,0.8,0.88,1,2
821,41,0.01,18,234,79,14.57,38,177,0.11,48,25,3,0.14,0.05,0.61,0.34,0.8,0.99,1,2
822,71,0.01,18,240,82,14.57,41,183,0.11,48,25,3,0.13,0.07,0.61,0.34,0.8,0.99,0.98,2
823,4,0.01,18,241,82,14.57,55,184,0.11,48,25,3,0.13,0.07,0.61,0.34,0.8,0.99,0.98,2
824,1,0.01,19,241,82,14.57,55,184,0.11,48,25,3,0.13,0.07,0.61,0.34,0.8,0.99,0.98,2
825,12,0.01,19,241,82,14.57,55,184,0.11,48,29,3,0.13,0.07,0.61,0.34,0.8,0.99,0.98,2
826,16,0.01,20,241,82,14.57,55,184,0.11,50,30,3,0.13,0.07,0.61,0.34,0.8,0.99,0.98,2
827,13,0.01,19,241,82,14.57,56,184,0.11,48,29,3,0.13,0.08,0.61,0.34,0.8,0.99,0.98,2
828,6,0.06,5,4,2,4.94,1,7,0.03,3,1,3,0.14,0,0.37,0.34,0.8,0.94,1,2
829,8,0.07,3,191,40,61.01,6,163,0.05,2,2,3,0.14,0,0.57,0.34,0.8,0.87,1,2
830,27,0.02,1,188,44,17.91,3,14,0.04,15,8,3,0.14,0.01,0.57,0.34,0.8,0.98,1,2
831,19,0.01,1,194,46,17.9,5,20,0.05,15,12,3,0.13,0.03,0.58,0.34,0.8,0.98,0.98,2
832,6,0.01,1,194,46,17.9,5,20,0.05,15,12,3,0.13,0.03,0.58,0.34,0.8,0.98,0.98,2
833,2,0.01,1,195,46,17.91,5,21,0.05,15,12,3,0.13,0.04,0.59,0.34,0.8,0.98,0.98,2
834,4,0.06,5,187,38,64.51,9,176,0.04,1,0,2,0.14,0,0.57,0.34,0.8,0.9,1,2
835,4,0.06,3,187,39,84.93,9,127,0.02,1,0,2,0.14,0,0.57,0.34,0.8,0.89,1,2
836,20,0.05,7,203,52,46.42,21,175,0.06,5,6,4,0.14,0,0.59,0.34,0.8,0.93,1,2
837,15,0.04,7,203,52,46.41,23,175,0.06,6,6,4,0.14,0,0.59,0.34,0.8,0.93,1,2
838,64,0.04,1,10,6,3.78,41,153,0.15,19,3,5,0.14,0,0.37,0.34,0.8,0.97,1,2
839,2,0.04,1,10,6,3.78,43,153,0.17,19,3,5,0.14,0.01,0.38,0.34,0.8,0.97,1,2
840,1,0.05,5,186,40,26.65,9,175,0.03,3,2,3,0.14,0,0.57,0.34,0.8,0.9,1,2
841,3,0.05,6,186,40,26.64,9,175,0.04,3,2,3,0.14,0,0.57,0.34,0.8,0.9,1,2
842,8,0.05,6,186,40,26.63,11,175,0.04,3,2,3,0.14,0.01,0.57,0.34,0.8,0.9,1,2
843,4,0.06,3,187,38,60.6,8,175,0.03,1,0,2,0.14,0,0.57,0.34,0.8,0.88,1,2
844,24,0.02,1,188,39,31.6,4,128,0.04,20,2,3,0.14,0,0.57,0.34,0.8,0.93,1,2
845,32,0.02,1,188,39,31.59,4,128,0.05,20,2,3,0.14,0.01,0.57,0.34,0.8,0.93,1,2
846,4,0.06,3,188,40,38.23,13,178,0.04,1,0,2,0.14,0.01,0.57,0.34,0.8,0.89,1,2
847,20,0.05,5,204,53,21.93,41,177,0.09,5,6,4,0.14,0,0.58,0.34,0.8,0.95,1,2
848,15,0.04,5,205,53,21.93,48,178,0.09,6,6,4,0.14,0.01,0.59,0.34,0.8,0.95,1,2
849,24,0.02,2,190,43,14.79,6,18,0.08,24,11,5,0.14,0,0.58,0.34,0.8,0.97,1,2
850,30,0.02,2,191,44,14.8,8,19,0.08,24,11,5,0.14,0.05,0.6,0.34,0.8,0.97,1,2
851,24,0.04,1,23,13,15.56,4,60,0.1,5,0,2,0.14,0,0.38,0.34,0.8,0.89,1,2
852,2,0.04,1,24,14,15.58,9,61,0.09,5,0,2,0.14,0.02,0.4,0.34,0.8,0.89,1,2
853,2,0.04,1,30,14,15.59,9,67,0.06,5,0,2,0.13,0.04,0.42,0.34,0.8,0.89,0.98,2
854,51,0.03,2,18,5,11.62,22,125,0.05,2,1,2,0.14,0,0.4,0.34,0.8,0.91,1,2
855,31,0.02,13,242,88,11.71,51,190,0.22,37,8,5,0.14,0.04,0.61,0.34,0.8,0.99,1,2
856,15,0.02,13,242,88,11.71,53,190,0.22,38,8,5,0.14,0.04,0.61,0.34,0.8,0.99,1,2
857,2,0.02,13,242,88,11.71,59,190,0.23,38,8,5,0.14,0.04,0.61,0.34,0.8,0.99,1,2
858,4,0.06,4,187,38,88.19,10,175,0.02,1,0,2,0.14,0,0.57,0.34,0.8,0.88,1,2
859,3,0.01,1,75,9,5.83,5,16,0.09,30,35,5,0.14,0.01,0.43,0.34,0.8,0.98,1,2
860,24,0.01,1,75,9,5.83,5,16,0.09,30,31,5,0.14,0.01,0.43,0.34,0.8,0.98,1,2
861,36,0.01,1,76,10,5.83,6,17,0.09,30,31,5,0.14,0.04,0.46,0.34,0.8,0.98,1,2
862,47,0.01,1,26,16,16.47,8,129,0.1,15,0,2,0.14,0,0.38,0.34,0.8,0.9,1,2
863,2,0.01,1,27,17,16.48,11,130,0.08,15,0,2,0.14,0.02,0.4,0.34,0.8,0.9,1,2
864,2,0.01,1,33,17,16.49,11,136,0.06,15,0,2,0.13,0.05,0.42,0.34,0.8,0.9,0.98,2
865,12,0.04,3,186,38,25.75,4,175,0.06,4,2,2,0.14,0,0.57,0.34,0.8,0.91,1,2
866,2,0.04,3,186,38,25.74,7,175,0.06,4,2,2,0.14,0,0.57,0.34,0.8,0.91,1,2
867,8,0.04,3,186,38,25.74,7,175,0.06,4,2,2,0.14,0,0.57,0.34,0.8,0.91,1,2
868,1,0.04,7,204,56,39.25,17,190,0.04,9,1,3,0.14,0.01,0.58,0.34,0.8,0.94,1,2
869,28,0.04,6,204,56,39.24,17,190,0.04,9,1,3,0.14,0.01,0.58,0.34,0.8,0.94,1,2
870,12,0.03,1,193,45,43.75,1,163,0.02,7,1,2,0.14,0,0.58,0.34,0.8,0.91,1,2
871,2,0.03,1,194,45,43.73,1,164,0.03,7,1,2,0.14,0.01,0.58,0.34,0.8,0.91,1,2
872,8,0.05,3,184,40,31.03,5,175,0.02,2,0,2,0.14,0,0.57,0.34,0.8,0.9,1,2
873,7,0.06,1,99,0,20.05,1,190,0.04,3,0,4,0.14,0,0.5,0.34,0.8,0.92,1,2
874,7,0.04,1,26,16,18.88,10,164,0.1,0,0,2,0.14,0,0.38,0.34,0.8,0.89,1,2
875,4,0.06,3,187,38,90.85,11,177,0.02,1,0,2,0.14,0,0.57,0.34,0.8,0.89,1,2
876,5,0.05,8,183,40,30.24,12,175,0.02,4,2,3,0.14,0.01,0.56,0.34,0.8,0.88,1,2
877,29,0.05,9,183,40,30.22,12,175,0.02,1,0,2,0.14,0.01,0.56,0.34,0.8,0.88,1,2
878,4,0.05,9,183,40,30.2,13,175,0.03,1,0,2,0.14,0.01,0.57,0.34,0.8,0.88,1,2
