source,instances,feature_iac_file_loc,feature_iac_file_churn,feature_files_num_normalized_resources,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_nb_resources,feature_file_fanin,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
control-repo,671,144,2,0.06,10,135,112,23,71.5,119,24,1,77,0,0,8,10,8,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.94,0,0.97,0,1,2.01,0,1
control-repo,672,21,2,0.07,0,135,112,23,71.5,119,24,2,105,0,0,1,1,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.63,0,0.84,0,1,2.01,0,1
control-repo,673,11,2,0.12,0,135,112,23,71.5,119,24,1,123,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.55,0,0.81,0,1,2.01,0,1
control-repo,674,13,2,0.09,2,135,112,23,71.5,119,24,3,77,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.71,0,0.87,0,1,2.01,0,1
control-repo,675,12,2,0.1,2,135,112,23,71.5,119,24,2,107,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.66,0,0.85,0,1,2.01,0,1
control-repo,676,35,2,0.11,3,135,112,23,71.5,119,24,2,76,0,0,8,0,4,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.8,0,0.91,0,1,2.01,0,1
control-repo,677,39,2,0.03,3,135,112,23,71.5,119,24,1,107,0,0,1,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.74,0,0.88,0,1,2.01,0,1
control-repo,678,96,8,0.06,2,135,112,23,71.5,119,24,2,75,0,0,8,0,5,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.9,0,0.95,0,1,2.01,0,1
control-repo,679,51,8,0.08,5,135,112,23,71.5,119,24,1,74,0,0,8,2,4,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.88,0,0.94,0,1,2.01,0,1
control-repo,680,29,2,0.12,1,135,112,23,71.5,119,24,1,70,0,0,0,3,3,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.72,0,0.87,0,1,2.01,0,1
control-repo,681,17,3,0.21,3,10,0,10,16.2,11.33,4.67,1,1,0.12,0.15,0,1,3,0,0.61,0.66,0.12,0,0.46,0.39,0.77,1.59,0,0.83,0,1,2.01,0,1
control-repo,682,17,3,0.21,3,11,0,11,16.2,10.43,5.43,1,2,0.12,0.15,0,1,3,0,0.62,0.58,0.27,0.11,0.48,0.39,0.77,1.59,0,0.83,0.14,1,2.01,0.01,1
control-repo,683,130,22,0.04,5,10,2,8,2.44,1.17,1.33,1,107,0.07,0.22,4,3,5,0,0.61,0.66,0.12,0,0.06,0.39,0.77,1.95,0,0.97,0,1,2.01,0,1
control-repo,684,14,2,0.09,6,135,112,23,71.5,119,24,1,111,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.73,0,0.88,0,1,2.01,0,1
control-repo,685,20,17,0.12,0,135,112,23,36.25,60,12,2,72,0.33,0.05,2,0,2,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.59,0,0.83,0,1,2.01,0,1
control-repo,686,20,17,0.12,0,136,112,24,36.17,41.67,11.33,2,73,0.33,0.05,2,0,2,0,0.62,0.58,1.64,0.12,0.82,0.39,0.77,1.59,0,0.83,0.14,1,2.01,0.01,1
control-repo,687,14,2,0.08,3,135,112,23,71.5,119,24,3,123,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.66,0,0.85,0,1,2.01,0,1
control-repo,688,15,2,0.08,1,135,112,23,71.5,119,24,2,74,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.68,0,0.86,0,1,2.01,0,1
control-repo,689,106,8,0.07,5,135,112,23,71.5,119,24,2,75,0,0,8,0,6,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.92,0,0.96,0,1,2.01,0,1
control-repo,690,44,2,0.05,0,135,112,23,71.5,119,24,1,69,0,0,5,0,2,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.86,0,0.93,0,1,2.01,0,1
control-repo,691,11,2,0.1,2,135,112,23,71.5,119,24,3,107,0,0,0,0,1,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.6,0,0.83,0,1,2.01,0,1
control-repo,692,9,2,0,1,135,112,23,71.5,119,24,1,13,0,0,0,0,0,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.01,0,0.67,0,1,2.01,0,1
control-repo,693,206,2,0.03,0,135,112,23,71.5,119,24,1,69,0,0,6,10,5,0,0.61,0.66,1.61,0,0.8,0.39,0.77,1.94,0,0.97,0,1,2.01,0,1
talend-cloud-installer,694,191,14,0.01,3,14,5,9,1.99,1.41,0.59,1,82,0.18,0.14,35,33,2,0,0.17,0.09,0.17,0.02,0.45,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,695,75,2,0.03,3,4,1,3,1.64,1.06,0.59,1,74,0.4,0.14,5,2,2,0,0.17,0.09,0.05,0,0.4,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,696,75,2,0.03,3,4,1,3,1.64,1.06,0.61,1,74,0.45,0.22,5,2,2,0,0.17,0.09,0.05,0,0.4,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,697,75,2,0.03,3,4,1,3,1.64,1.05,0.63,1,74,0.45,0.28,5,2,2,0,0.17,0.09,0.05,0,0.4,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,698,75,2,0.03,3,4,1,3,1.64,1.05,0.65,1,74,0.45,0.28,5,2,2,0,0.17,0.09,0.05,0,0.4,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,699,75,2,0.03,3,4,1,3,1.64,1.1,0.81,1,74,0.38,0.33,5,2,2,0,0.17,0.09,0.08,0.01,0.41,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,700,75,2,0.03,3,4,1,3,1.64,1.09,0.82,1,74,0.38,0.42,5,2,2,0,0.17,0.09,0.08,0.01,0.41,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,701,26,1,0.05,0,16,7,9,3.58,2.23,1.38,3,80,0.18,0.11,0,1,1,0,0.17,0.09,0.19,0.03,0.45,0.26,0.88,1.77,0,0.89,0,1.01,2.01,0,1
talend-cloud-installer,702,26,4,0.05,0,16,7,9,3.58,2.36,1.93,3,80,0.14,0.18,0,1,1,0,0.17,0.09,0.19,0.03,0.45,0.26,0.88,1.77,0,0.89,0,1.01,2.01,0,1
talend-cloud-installer,703,38,26,0.07,6,19,8,11,3.75,2.07,1.71,3,82,0.19,0.14,1,1,2,0,0.17,0.09,0.23,0.01,0.48,0.26,0.88,2,0,0.99,0,1.01,2.01,0,1
talend-cloud-installer,704,47,1,0.08,8,19,8,11,3.75,2.12,2.06,3,82,0.17,0.15,2,1,3,0,0.17,0.09,0.23,0.01,0.48,0.26,0.88,2,0,0.99,0,1.01,2.01,0,1
talend-cloud-installer,705,50,5,0.07,7,20,8,12,3.75,2.06,2.12,3,83,0.21,0.19,2,1,3,0,0.17,0.09,0.24,0.03,0.48,0.26,0.88,2,0,0.99,0.14,0.99,2.01,0.01,1
talend-cloud-installer,706,66,18,0.11,7,20,8,12,3.75,2.11,2,3,83,0.17,0.45,2,1,6,0,0.17,0.09,0.25,0.03,0.48,0.26,0.88,2,0,0.99,0.14,0.99,2.01,0.01,1
talend-cloud-installer,707,77,15,0.09,7,20,8,12,3.75,2.05,2,3,83,0.16,2.5,4,2,6,0,0.17,0.09,0.26,0.04,0.48,0.26,0.88,2,0,0.99,0.14,0.99,2.01,0.01,1
talend-cloud-installer,708,69,20,0.1,7,20,8,12,3.75,2,2.1,3,83,0.16,2.5,4,2,6,0,0.17,0.09,0.27,0.04,0.49,0.26,0.88,2,0,0.99,0.14,0.99,2.01,0.01,1
talend-cloud-installer,709,69,2,0.1,7,20,8,12,3.75,1.95,2.14,3,83,0.16,5,4,2,6,0,0.17,0.09,0.27,0.04,0.49,0.26,0.88,2,0,0.99,0.14,0.99,2.01,0.01,1
talend-cloud-installer,710,95,9,0.02,0,5,3,2,3.97,2.5,1.5,1,80,0.14,0.5,5,1,2,0,0.17,0.09,0.06,0,0.35,0.26,0.88,1.93,0,0.96,0,1.01,2.01,0,1
talend-cloud-installer,711,30,2,0.07,1,3,1,2,3.98,2,2,1,74,0.1,0.25,3,0,2,0,0.17,0.09,0.04,0,0.35,0.26,0.88,1.92,0,0.95,0,1.01,2.01,0,1
talend-cloud-installer,712,30,1,0.1,5,8,6,2,2.59,2.1,0.5,1,82,0.27,0.12,4,0,2,0,0.17,0.09,0.1,0,0.36,0.26,0.88,1.81,0,0.91,0,1.01,2.01,0,1
talend-cloud-installer,713,33,5,0.09,4,8,6,2,2.59,2,0.55,1,82,0.36,0.15,4,0,2,0,0.17,0.09,0.1,0,0.36,0.26,0.88,1.81,0,0.91,0,1.01,2.01,0,1
talend-cloud-installer,714,30,5,0.1,5,8,6,2,2.59,2.08,0.5,1,82,0.29,1.33,4,0,2,0,0.17,0.09,0.11,0,0.37,0.26,0.88,1.81,0,0.91,0,1.01,2.01,0,1
talend-cloud-installer,715,21,7,0.17,5,2,1,1,2.99,2,1,1,50,0.11,0.33,3,2,3,0,0.17,0.09,0.02,0,0.4,0.26,0.88,1.92,0,0.95,0,1.01,2.01,0,1
talend-cloud-installer,716,32,8,0.04,0,5,5,0,3.23,3.25,0,1,80,0.33,0.11,1,1,1,0,0.17,0.09,0.06,0,0.31,0.26,0.88,1.8,0,0.9,0,1.01,2.01,0,1
talend-cloud-installer,717,56,2,0.08,6,7,1,6,2.38,1.2,1.2,4,82,0.12,0.07,3,0,4,0,0.17,0.09,0.08,0,0.44,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,718,56,2,0.08,6,10,2,8,2.39,2,3.5,4,85,0.08,1,3,0,4,0,0.17,0.09,0.26,0.04,0.49,0.26,0.88,1.98,0,0.98,0.24,0.97,2.01,0.03,1
talend-cloud-installer,719,12,1,0.22,3,7,6,1,4.97,4.33,0.67,5,81,0.15,0.14,0,0,2,0,0.17,0.09,0.08,0,0.35,0.26,0.88,1.67,0,0.86,0,1.01,2.01,0,1
talend-cloud-installer,720,12,2,0.22,3,8,7,1,4.97,3.75,1,5,81,0.18,0.21,0,0,2,0,0.17,0.09,0.11,0.02,0.4,0.26,0.88,1.67,0,0.86,0.14,0.99,2.01,0.01,1
talend-cloud-installer,721,11,1,0.25,2,10,8,2,4.97,3.4,1.4,5,81,0.18,0.25,0,0,2,0,0.17,0.09,0.14,0.04,0.42,0.26,0.88,1.67,0,0.86,0.24,0.97,2.01,0.03,1
talend-cloud-installer,722,279,2,0.03,11,42,17,25,3.74,1.76,2.03,1,82,0.35,0.25,19,16,7,0,0.17,0.09,0.5,0.03,0.54,0.26,0.88,2.01,0,1,0,1.01,2.01,0,1
talend-cloud-installer,723,292,33,0.03,12,45,18,27,3.75,1.87,2.36,1,85,0.26,0.26,19,16,7,0,0.17,0.09,0.61,0.07,0.55,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,724,286,6,0.03,11,45,18,27,3.75,1.85,2.38,1,85,0.19,0.88,19,15,7,0,0.17,0.09,0.61,0.07,0.55,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,725,284,12,0.03,10,45,18,27,3.75,1.83,2.39,1,85,0.21,2.67,19,15,7,0,0.17,0.09,0.61,0.07,0.55,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,726,43,2,0.06,2,11,8,3,2.27,2.07,0.21,2,82,0.17,0.67,8,0,2,0,0.17,0.09,0.13,0.02,0.45,0.26,0.88,1.82,0,0.91,0,1.01,2.01,0,1
talend-cloud-installer,727,83,2,0.01,6,18,9,9,2.61,1.94,0.69,1,82,0.22,0.14,5,3,1,0,0.17,0.09,0.22,0.02,0.48,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,728,85,2,0.01,6,21,10,11,2.61,2.18,1.53,1,85,0.2,0.19,5,3,1,0,0.17,0.09,0.36,0.07,0.52,0.26,0.88,1.98,0,0.98,0.24,0.97,2.01,0.03,1
talend-cloud-installer,729,89,12,0.01,6,21,10,11,2.61,2.17,1.61,1,85,0.13,1.67,7,3,1,0,0.17,0.08,0.4,0.09,0.53,0.26,0.88,1.98,0,0.98,0.24,0.97,2.01,0.03,1
talend-cloud-installer,730,168,2,0.03,11,11,2,9,3.36,1.25,1.75,1,83,0.12,0.11,23,16,5,0,0.17,0.09,0.13,0,0.45,0.26,0.88,2.01,0,1,0,1.01,2.01,0,1
talend-cloud-installer,731,176,8,0.03,11,14,3,11,3.37,1.62,2.77,1,86,0.12,0.11,23,16,5,0,0.17,0.09,0.31,0.04,0.51,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,732,177,1,0.03,12,14,3,11,3.37,1.57,2.71,1,86,0.11,0.12,23,16,5,0,0.17,0.09,0.32,0.05,0.51,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,733,180,5,0.03,11,14,3,11,3.37,1.53,2.67,1,86,0.11,0.12,23,16,5,0,0.17,0.09,0.32,0.05,0.51,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,734,195,9,0.03,13,14,3,11,3.37,1.56,2.22,1,86,0.11,1.33,24,18,5,0,0.17,0.09,0.34,0.06,0.52,0.26,0.88,2.01,0,1,0.24,0.97,2.01,0.03,1
talend-cloud-installer,735,35,10,0.06,0,2,2,0,1.99,2,0,1,75,0.11,0.33,3,0,2,0,0.17,0.09,0.02,0,0.36,0.26,0.88,1.86,0,0.93,0,1.01,2.01,0,1
talend-cloud-installer,736,23,1,0.17,0,15,6,9,8.88,4.5,4.5,1,75,0.18,0.11,3,5,3,0,0.17,0.09,0.18,0.02,0.45,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,737,84,14,0.03,1,2,1,1,1.99,1.5,0.5,3,80,0.33,0.04,11,4,2,0,0.17,0.09,0.02,0,0.32,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,738,89,31,0.03,1,2,1,1,1.99,1.25,1.25,3,80,0.18,0.07,12,4,2,0,0.17,0.09,0.07,0.01,0.38,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,739,89,2,0.03,1,2,1,1,2,1.2,1.4,3,80,0.15,0.67,12,4,2,0,0.17,0.09,0.07,0.01,0.38,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,740,109,109,0.05,10,12,3,9,12.8,4,9,1,80,0.12,0.07,5,5,5,0,0.17,0.09,0.14,0,0.44,0.26,0.88,1.96,0,0.97,0,1.01,2.01,0,1
talend-cloud-installer,741,58,2,0.04,8,47,24,23,10.12,2.38,14.38,1,82,0.33,0.25,0,0,2,0,0.17,0.09,0.56,0.13,0.54,0.26,0.88,1.98,0,0.98,0,1.01,2.01,0,1
talend-cloud-installer,742,59,1,0.04,9,50,25,25,10.12,2.49,14.4,1,85,0.23,0.3,0,0,2,0,0.17,0.09,0.69,0.17,0.57,0.26,0.88,1.98,0,0.98,0.24,0.97,2.01,0.03,1
talend-cloud-installer,743,68,9,0.04,9,51,25,26,10.12,2.47,14.06,1,86,0.19,0.7,0,0,2,0,0.17,0.08,0.71,0.19,0.57,0.26,0.88,1.98,0,0.98,0.28,0.96,2.01,0.04,1
secure-windows,744,26,3,0.1,1,10,9,1,10.19,11,1,1,253,0.25,0.17,1,1,2,0,0.18,0.09,0.08,0,0.5,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,745,33,26,0.08,1,10,9,1,9.8,4.33,0.67,1,253,0.5,0.33,2,1,2,0,0.18,0.09,0.08,0,0.5,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,746,19,15,0.12,0,32,31,1,20.16,33,1,8,253,0.2,0.25,1,0,2,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,747,18,14,0.06,0,10,9,1,10.19,11,1,1,253,0.2,0.25,1,0,1,0,0.18,0.09,0.08,0,0.5,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,748,19,15,0.06,0,32,31,1,20.16,33,1,7,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,749,59,12,0.07,0,5,4,1,5.51,3.5,2.5,1,253,0.4,0.67,1,2,3,0,0.18,0.09,0.04,0,0.49,0.32,0.91,1.96,0,0.98,0,1,2.01,0,1
secure-windows,750,11,7,0.18,1,9,8,1,9.47,10,1,1,253,0.2,0.25,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.82,0,0.92,0,1,2.01,0,1
secure-windows,751,66,5,0.05,0,5,4,1,7.16,7,1,1,253,0.2,0.25,2,0,3,0,0.18,0.09,0.04,0,0.49,0.32,0.91,1.96,0,0.98,0,1,2.01,0,1
secure-windows,752,24,8,0.05,0,36,35,1,18.6,29.67,0.33,1,253,0.2,0.25,2,2,1,0,0.18,0.09,0.27,0,0.52,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,753,24,18,0.05,0,37,36,1,18.94,30.33,0.33,1,253,0.2,0.25,2,1,1,0,0.18,0.09,0.28,0,0.53,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,754,9,4,0.11,0,4,3,1,5.51,5,1,1,253,0.2,0.25,1,0,1,0,0.18,0.09,0.03,0,0.49,0.32,0.91,1.83,0,0.92,0,1,2.01,0,1
secure-windows,755,26,17,0.17,0,5,4,1,7.16,7,1,2,253,0.2,0.25,2,0,4,0,0.18,0.09,0.04,0,0.49,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,756,26,2,0.17,0,5,4,1,7.89,21,2.5,2,253,0.4,0.67,2,0,4,0,0.18,0.08,0.29,0.05,0.53,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,757,278,113,0,0,252,246,6,4.08,4.53,0.51,1,253,0.8,0.67,0,0,1,0,0.18,0.09,1.91,0.51,0.96,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,758,281,3,0,0,258,247,11,4.08,4.51,0.6,1,259,0.83,1.25,0,0,1,0,0.18,0.08,1.93,0.55,0.96,0.32,0.91,1.93,0,0.96,0.27,0.97,2.01,0.04,1
secure-windows,759,110,112,0.02,10,37,36,1,18.94,30.33,0.33,1,253,0.25,0.17,1,0,2,0,0.18,0.09,0.28,0,0.53,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,760,45,26,0.06,2,37,36,1,16.97,5.63,0.16,1,253,0.25,0.17,1,3,2,0,0.18,0.08,0.29,0.01,0.53,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,761,40,43,0.06,1,37,36,1,16.77,5.19,0.24,1,253,0.2,0.25,1,3,2,0,0.18,0.08,0.29,0.01,0.53,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,762,41,7,0.06,1,37,36,1,16.92,6.55,0.41,2,253,0.4,0.67,1,3,2,0,0.18,0.08,0.5,0.07,0.56,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,763,25,2,0.11,3,9,8,1,8.31,9,0.5,3,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,764,186,2,0.02,1,4,3,1,5.51,5,1,1,253,0,0,0,0,3,0,0.18,0.09,0.03,0,0.49,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,765,38,2,0.12,0,2,1,1,1.04,1.03,0.03,1,253,0.2,0.33,2,7,4,0,0.18,0.09,0.02,0,0.49,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,766,32,5,0.04,1,4,3,1,5.51,5,1,1,253,0.2,0.33,1,0,1,0,0.18,0.09,0.03,0,0.49,0.32,0.91,1.9,0,0.95,0,1,2.01,0,1
secure-windows,767,18,14,0.06,0,22,21,1,17.02,23,1,1,253,0.2,0.25,1,0,1,0,0.18,0.09,0.17,0,0.51,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,768,19,3,0.07,0,32,31,1,20.16,33,1,1,253,0.2,0.25,2,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,769,25,9,0.05,0,37,36,1,18.94,30.33,0.33,1,253,0.2,0.25,2,1,1,0,0.18,0.09,0.28,0,0.53,0.32,0.91,1.88,0,0.94,0,1,2.01,0,1
secure-windows,770,20,4,0.15,0,8,4,4,3.71,2.33,1.67,2,253,0.2,0.25,0,0,3,0,0.18,0.09,0.06,0.01,0.5,0.32,0.91,1.92,0,0.96,0,1,2.01,0,1
secure-windows,771,26,30,0.12,0,8,4,4,3.98,10.5,2.25,2,253,0.4,0.67,1,1,3,0,0.18,0.08,0.33,0.07,0.54,0.32,0.91,1.92,0,0.96,0,1,2.01,0,1
secure-windows,772,25,2,0.11,3,9,8,1,8.31,9,0.5,5,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,773,19,15,0.06,0,32,31,1,20.16,33,1,8,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,774,16,3,0.06,0,13,12,1,12.21,14,1,1,253,0.2,0.25,2,0,1,0,0.18,0.09,0.1,0,0.5,0.32,0.91,1.84,0,0.92,0,1,2.01,0,1
secure-windows,775,25,2,0.11,3,9,8,1,6.19,6.67,0.33,5,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,776,15,14,0.13,0,5,4,1,5.51,5,1,1,253,0.25,0.17,1,0,2,0,0.18,0.09,0.04,0,0.49,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,777,16,12,0.19,0,7,6,1,6.34,6,1,1,253,0.2,0.25,1,1,3,0,0.18,0.09,0.05,0,0.5,0.32,0.91,1.92,0,0.96,0,1,2.01,0,1
secure-windows,778,17,5,0.18,0,7,6,1,6.71,15.67,2,1,253,0.4,0.67,1,1,3,0,0.18,0.08,0.3,0.05,0.53,0.32,0.91,1.92,0,0.96,0,1,2.01,0,1
secure-windows,779,19,15,0.18,0,32,31,1,20.16,33,1,7,253,0.2,0.25,1,0,3,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,780,25,2,0.11,3,9,8,1,8.31,9,0.5,5,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,781,27,2,0.16,0,5,4,1,6.23,3.5,0.5,4,253,0.2,0.33,1,0,4,0,0.18,0.09,0.04,0,0.49,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,782,19,15,0.06,0,32,31,1,20.16,33,1,8,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,783,19,15,0.06,0,32,31,1,20.16,33,1,5,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,784,26,30,0.12,4,6,4,2,2.81,2.33,0.67,2,253,0.2,0.33,1,1,3,0,0.18,0.09,0.05,0,0.49,0.32,0.91,1.95,0,0.97,0,1,2.01,0,1
secure-windows,785,25,17,0.05,0,37,36,1,14.45,23,0.25,1,253,0.2,0.25,2,1,1,0,0.18,0.09,0.28,0,0.53,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,786,19,15,0.06,0,32,31,1,20.16,33,1,7,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,787,16,3,0.06,0,13,12,1,12.21,14,1,1,253,0.2,0.25,2,0,1,0,0.18,0.09,0.1,0,0.5,0.32,0.91,1.84,0,0.92,0,1,2.01,0,1
secure-windows,788,18,14,0.06,1,22,21,1,17.02,23,1,1,253,0.2,0.25,1,0,1,0,0.18,0.09,0.17,0,0.51,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,789,25,2,0.11,3,9,8,1,8.31,9,0.5,3,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,790,25,24,0.1,3,10,9,1,8.32,9,0.33,4,254,0.2,0.25,1,0,2,0,0.18,0.08,0.09,0.02,0.5,0.32,0.91,1.93,0,0.97,0.11,1,2.01,0.01,1
secure-windows,791,26,3,0.09,3,10,9,1,8.67,15.5,1.25,4,254,0.4,0.67,1,0,2,0,0.17,0.08,0.35,0.07,0.54,0.32,0.91,1.93,0,0.97,0.11,1,2.01,0.01,1
secure-windows,792,23,26,0.09,1,19,18,1,16.12,21,1,1,253,0.2,0.25,1,0,2,0,0.18,0.09,0.14,0,0.51,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,793,24,11,0.09,1,19,18,1,16.64,28,2.5,1,253,0.4,0.67,1,0,2,0,0.18,0.08,0.36,0.05,0.54,0.32,0.91,1.93,0,0.96,0,1,2.01,0,1
secure-windows,794,25,2,0.11,3,9,8,1,8.31,9,0.5,5,253,0.25,0.17,1,0,2,0,0.18,0.09,0.07,0,0.5,0.32,0.91,1.94,0,0.97,0,1,2.01,0,1
secure-windows,795,19,3,0.07,0,32,31,1,20.16,33,1,1,253,0.2,0.33,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.86,0,0.93,0,1,2.01,0,1
secure-windows,796,19,15,0.06,0,32,31,1,20.16,33,1,8,253,0.2,0.25,1,0,1,0,0.18,0.09,0.24,0,0.52,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,797,19,13,0.06,0,37,36,1,18.94,30.33,0.33,1,253,0.2,0.25,1,0,1,0,0.18,0.09,0.28,0,0.53,0.32,0.91,1.93,0,0.97,0,1,2.01,0,1
secure-windows,798,12,4,0.17,0,1,1,0,1.93,2,0,1,253,0.2,0.33,1,0,2,0,0.18,0.09,0.01,0,0.49,0.32,0.91,1.91,0,0.95,0,1,2.01,0,1
