source,instances,feature_iac_file_loc,feature_iac_file_churn,feature_files_num_normalized_resources,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_nb_resources,feature_file_fanin,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
puppet-prometheus,463,145,2,0.04,0,48,43,5,15.71,19.68,0.45,64,51,0.09,0.53,21,5,6,0,0.28,0.15,0.66,0.11,0.58,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,464,153,8,0.04,0,48,43,5,15.72,20.22,0.43,78,51,0.09,0.53,23,5,6,0,0.28,0.15,0.69,0.15,0.59,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,465,153,42,0.04,0,48,43,5,15.74,21.12,0.42,84,51,0.1,0.59,23,5,6,0,0.28,0.15,0.7,0.15,0.6,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,466,153,2,0.04,0,48,43,5,15.76,22,0.4,85,51,0.09,1,23,5,6,0,0.28,0.15,0.71,0.16,0.6,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,467,321,2,0.02,3,80,41,39,6,5.24,2.16,40,52,0.24,1.08,52,7,7,0,0.28,0.15,1.03,0.07,0.62,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,468,327,6,0.02,3,80,41,39,5.99,5.21,2.13,42,52,0.23,1.59,54,7,7,0,0.28,0.15,1.05,0.09,0.63,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,469,327,2,0.02,3,80,41,39,6,5.72,2.1,80,52,0.23,1.65,54,7,7,0,0.28,0.15,1.15,0.24,0.7,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,470,327,18,0.02,3,80,41,39,6.01,6.23,2.07,81,52,0.23,2.33,63,7,7,0,0.28,0.15,1.15,0.25,0.7,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,471,147,2,0.05,0,59,41,18,14.96,17.32,1.76,43,51,0.09,0.65,21,4,7,0,0.28,0.15,0.76,0.01,0.57,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,472,155,8,0.05,0,59,41,18,14.97,17.88,1.69,74,51,0.09,0.65,23,4,7,0,0.28,0.15,0.85,0.16,0.63,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,473,155,44,0.05,0,59,41,18,14.99,18.78,1.63,84,51,0.1,0.71,23,4,7,0,0.28,0.15,0.88,0.17,0.64,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,474,155,2,0.05,0,59,41,18,15.01,19.64,1.57,85,51,0.1,1.09,23,4,7,0,0.28,0.15,0.89,0.18,0.64,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,475,155,2,0.05,0,59,41,18,15,19.03,1.52,85,51,0.1,1.2,23,4,7,0,0.28,0.15,0.89,0.18,0.64,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,476,155,2,0.05,0,59,41,18,15.01,19.7,1.6,85,51,0.1,2.6,23,4,7,0,0.28,0.15,0.92,0.19,0.65,0.26,0.92,2.01,0,1,0,1,2.01,0,1
puppet-prometheus,477,113,2,0.04,0,52,45,7,17.85,22.26,0.53,43,51,0.09,0.59,20,2,5,0,0.28,0.15,0.67,0.02,0.57,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,478,121,8,0.04,0,52,45,7,17.86,22.75,0.5,74,51,0.09,0.59,22,2,5,0,0.28,0.15,0.74,0.16,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,479,121,42,0.04,0,52,45,7,17.88,23.67,0.48,84,51,0.1,0.65,22,2,5,0,0.28,0.15,0.74,0.16,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,480,121,2,0.04,0,52,45,7,17.9,24.55,0.45,85,51,0.1,1.1,22,2,5,0,0.28,0.15,0.75,0.17,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,481,121,18,0.04,0,52,45,7,17.92,25.17,0.61,85,51,0.1,1.71,31,2,5,0,0.28,0.15,0.78,0.19,0.62,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,482,148,2,0.06,0,53,44,9,14.6,17.88,0.6,43,51,0.12,0.48,22,4,8,0,0.28,0.15,0.68,0.01,0.57,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,483,148,2,0.06,0,53,44,9,14.6,18.04,0.58,64,51,0.11,0.71,22,4,8,0,0.28,0.15,0.72,0.12,0.6,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,484,156,8,0.05,0,53,44,9,14.61,18.56,0.56,78,51,0.11,0.71,24,4,8,0,0.28,0.15,0.75,0.16,0.61,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,485,156,46,0.05,0,53,44,9,14.63,19.39,0.54,84,51,0.12,0.76,24,4,8,0,0.28,0.15,0.75,0.16,0.61,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,486,156,2,0.05,0,53,44,9,14.65,20.21,0.52,85,51,0.12,1.3,24,4,8,0,0.28,0.15,0.76,0.17,0.61,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,487,156,2,0.05,0,53,44,9,14.67,20.83,0.63,85,51,0.12,2,24,4,8,0,0.28,0.15,0.79,0.18,0.62,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,488,156,18,0.05,0,53,44,9,14.66,20.26,0.61,85,51,0.12,2.8,33,4,8,0,0.28,0.15,0.79,0.18,0.62,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,489,187,2,0.04,1,50,44,6,13.97,17.45,0.45,43,51,0.07,0.28,24,10,8,0,0.28,0.15,0.65,0.02,0.56,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,490,191,6,0.04,1,50,44,6,13.98,17.67,0.43,64,51,0.07,0.32,25,10,8,0,0.28,0.15,0.68,0.12,0.59,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,491,199,8,0.04,1,50,44,6,13.97,16.91,0.45,64,51,0.07,0.47,27,10,8,0,0.28,0.15,0.68,0.12,0.59,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,492,199,50,0.04,1,50,44,6,13.99,18,0.43,84,51,0.08,0.53,27,10,8,0,0.28,0.15,0.71,0.16,0.6,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,493,199,2,0.04,1,50,44,6,14.01,19.04,0.42,85,51,0.08,0.75,27,10,8,0,0.28,0.15,0.72,0.17,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,494,199,2,0.04,1,50,44,6,14.01,18.68,0.4,85,51,0.08,0.9,27,10,8,0,0.28,0.15,0.72,0.17,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,495,199,20,0.04,1,50,44,6,14.03,19.46,0.54,85,51,0.08,2,37,10,8,0,0.28,0.15,0.75,0.18,0.61,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,496,133,8,0.05,2,41,40,1,10.54,13.4,0.2,41,51,0.03,0.18,27,1,6,0,0.28,0.15,0.53,0.02,0.52,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,497,133,14,0.05,2,41,40,1,10.64,18.17,0.17,82,51,0.04,0.24,27,1,6,0,0.28,0.15,0.62,0.15,0.58,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,498,133,2,0.05,2,41,40,1,10.74,21.71,0.14,83,51,0.04,0.33,27,1,6,0,0.28,0.15,0.63,0.16,0.58,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,499,159,2,0.04,0,5,3,2,2.9,2.33,0.67,43,51,0.14,0.08,30,1,6,0,0.28,0.15,0.06,0.02,0.36,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,500,159,2,0.04,0,5,3,2,2.9,2.5,0.5,45,51,0.05,0.12,30,1,6,0,0.28,0.15,0.09,0.02,0.41,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,501,167,8,0.04,0,5,3,2,3.05,8.4,0.4,75,51,0.03,0.12,32,1,6,0,0.28,0.15,0.46,0.15,0.54,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,502,167,62,0.04,0,5,3,2,3.26,14,0.33,84,51,0.03,0.18,32,1,6,0,0.28,0.15,0.55,0.15,0.57,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,503,159,2,0.05,0,60,42,18,13.88,16.15,2.38,43,51,0.12,0.48,24,4,7,0,0.28,0.15,0.77,0.03,0.57,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,504,159,2,0.05,0,60,42,18,13.88,15.67,2.3,45,51,0.12,0.71,24,4,7,0,0.28,0.15,0.79,0.05,0.58,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,505,167,8,0.04,0,60,42,18,13.89,16.25,2.21,75,51,0.12,0.71,26,4,7,0,0.28,0.15,0.87,0.18,0.63,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,506,167,48,0.04,0,60,42,18,13.91,17.14,2.14,84,51,0.12,0.76,26,4,7,0,0.28,0.15,0.89,0.18,0.64,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,507,167,2,0.04,0,60,42,18,13.92,17.45,2,85,51,0.13,1.4,26,4,7,0,0.28,0.15,0.9,0.19,0.64,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,508,167,2,0.04,0,60,42,18,13.93,18.12,2.06,85,51,0.13,3,26,4,7,0,0.28,0.15,0.91,0.2,0.65,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,509,115,2,0.05,0,46,43,3,17.97,22.75,0.38,43,51,0.04,0.16,30,1,6,0,0.28,0.15,0.59,0.02,0.55,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,510,115,2,0.05,0,46,43,3,17.98,22.67,0.33,64,51,0.04,0.24,30,1,6,0,0.28,0.15,0.63,0.12,0.58,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,511,123,8,0.05,0,46,43,3,18,23.6,0.3,78,51,0.04,0.24,32,1,6,0,0.28,0.15,0.66,0.15,0.59,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,512,123,62,0.05,0,46,43,3,18.05,25.27,0.27,84,51,0.05,0.29,32,1,6,0,0.28,0.15,0.66,0.15,0.59,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,513,123,2,0.05,0,46,43,3,18.1,26.75,0.25,85,51,0.05,0.5,32,1,6,0,0.28,0.15,0.67,0.16,0.6,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,514,125,2,0.05,0,49,41,8,15.86,19.75,0.69,43,51,0.09,0.53,22,3,6,0,0.28,0.15,0.63,0.01,0.55,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,515,133,8,0.05,0,49,41,8,15.87,20.47,0.65,74,51,0.09,0.53,24,3,6,0,0.28,0.15,0.73,0.15,0.6,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,516,133,46,0.05,0,49,41,8,15.9,21.67,0.61,84,51,0.1,0.59,24,3,6,0,0.28,0.15,0.75,0.16,0.62,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,517,133,2,0.05,0,49,41,8,15.92,22.79,0.58,85,51,0.09,1,24,3,6,0,0.28,0.15,0.76,0.17,0.62,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,518,133,18,0.05,0,49,41,8,15.95,23.6,0.75,85,51,0.1,1.57,33,3,6,0,0.28,0.15,0.79,0.18,0.62,0.26,0.92,1.99,0,0.99,0,1,2.01,0,1
puppet-prometheus,519,136,12,0.04,1,49,43,6,15.56,19,0.73,42,51,0.04,0.16,32,1,6,0,0.28,0.15,0.63,0.01,0.56,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,520,144,8,0.04,1,49,43,6,15.55,17.88,0.81,42,51,0.04,0.24,34,1,6,0,0.28,0.15,0.65,0.01,0.56,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,521,144,66,0.04,1,49,43,6,15.58,19.29,0.76,83,51,0.05,0.29,34,1,6,0,0.28,0.15,0.71,0.15,0.6,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,522,144,2,0.04,1,49,43,6,15.61,20.61,0.72,84,51,0.05,0.42,34,1,6,0,0.28,0.15,0.72,0.16,0.61,0.26,0.92,2,0,1,0,1,2.01,0,1
puppet-prometheus,523,144,2,0.04,1,49,43,6,15.6,20.05,0.68,84,51,0.05,0.5,34,1,6,0,0.28,0.15,0.72,0.16,0.61,0.26,0.92,2,0,1,0,1,2.01,0,1
eyp-systemd,524,18,1,0.12,0,3,2,1,2.35,2,1,2,22,0.5,0.25,10,0,2,0,0.23,0.14,0.12,0,0.06,0.27,0.83,1.62,0,0.83,0,1.01,2.03,0,1
eyp-systemd,525,85,3,0.01,0,10,2,8,1.97,1.2,1.4,1,22,0.14,0.38,0,0,1,0,0.23,0.14,0.41,0.01,0.44,0.27,0.83,1.67,0,0.85,0,1.01,2.03,0,1
eyp-systemd,526,98,3,0.01,0,10,2,8,1.97,1.18,1.29,1,22,0.22,2.5,0,0,1,0,0.23,0.14,0.41,0.01,0.44,0.27,0.83,1.67,0,0.85,0,1.01,2.03,0,1
eyp-systemd,527,80,44,0.05,3,11,9,2,2.34,3,0.6,2,22,0.09,1,24,0,4,0,0.23,0.14,0.45,0.02,0.49,0.27,0.83,1.92,0,0.95,0,1.01,2.03,0,1
eyp-systemd,528,74,10,0.06,2,11,9,2,2.45,3.67,0.67,4,22,0.13,1.5,24,0,4,0,0.23,0.14,0.52,0.06,0.5,0.27,0.83,1.92,0,0.95,0,1.01,2.03,0,1
eyp-systemd,529,93,64,0.06,2,16,10,6,2.78,3.35,0.76,5,22,0.17,2,34,0,5,0,0.23,0.14,0.65,0.04,0.52,0.27,0.83,1.92,0,0.95,0,1.01,2.03,0,1
eyp-systemd,530,122,1,0.04,3,19,12,7,1.96,1.7,0.88,5,22,0.55,2.4,68,0,5,0,0.23,0.14,0.78,0.05,0.55,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,531,123,1,0.04,3,19,12,7,1.96,1.71,0.9,6,22,0.55,2.4,69,0,5,0,0.23,0.14,0.78,0.05,0.55,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,532,137,14,0.04,3,19,12,7,1.97,1.71,0.94,6,22,0.55,2.4,69,1,5,0,0.23,0.13,0.82,0.12,0.56,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,533,137,4,0.04,3,19,12,7,1.97,1.71,0.92,6,22,0.55,2.4,69,1,5,0,0.23,0.13,0.82,0.12,0.56,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,534,137,2,0.04,3,19,12,7,1.97,1.72,0.91,6,22,0.55,2.4,69,1,5,0,0.23,0.13,0.82,0.12,0.56,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,535,136,1,0.04,3,19,12,7,1.97,1.72,0.91,6,22,0.55,2.4,69,1,5,0,0.23,0.13,0.85,0.15,0.57,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,536,137,25,0.04,3,19,12,7,1.97,1.72,0.9,6,22,0.55,2.4,69,1,5,0,0.23,0.13,0.85,0.15,0.57,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,537,139,138,0.04,3,19,12,7,1.97,1.73,0.89,6,22,0.52,6,71,1,5,0,0.23,0.13,0.85,0.15,0.57,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,538,139,18,0.04,3,19,12,7,1.98,1.79,0.89,7,22,0.54,6.5,71,1,5,0,0.22,0.13,0.87,0.17,0.57,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,539,141,8,0.04,3,19,12,7,1.99,1.85,0.9,7,22,0.54,13,72,1,5,0,0.22,0.13,0.87,0.17,0.57,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,540,39,10,0.11,1,11,8,3,2.12,2.17,0.92,2,22,0.14,1.5,5,0,4,0,0.23,0.14,0.45,0.02,0.49,0.27,0.83,1.84,0,0.91,0,1.01,2.03,0,1
eyp-systemd,541,35,30,0.09,2,10,9,1,2.1,2.85,0.15,7,22,0.15,1.5,16,0,3,0,0.23,0.14,0.41,0,0.47,0.27,0.83,1.86,0,0.92,0,1.01,2.03,0,1
eyp-systemd,542,71,46,0.06,3,14,10,4,2.56,3.12,0.59,2,22,0.13,1.5,24,0,4,0,0.23,0.14,0.57,0.11,0.52,0.27,0.83,1.86,0,0.92,0,1.01,2.03,0,1
eyp-systemd,543,65,10,0.07,2,14,10,4,2.59,3.33,0.61,3,22,0.17,2,24,0,4,0,0.23,0.14,0.6,0.14,0.53,0.27,0.83,1.86,0,0.92,0,1.01,2.03,0,1
eyp-systemd,544,131,1,0.05,3,17,10,7,2.25,2.45,0.68,5,23,0.3,1.4,70,1,6,0,0.23,0.14,0.69,0.1,0.53,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,545,132,1,0.05,3,17,10,7,2.26,2.44,0.72,6,23,0.3,1.4,71,1,6,0,0.23,0.14,0.69,0.1,0.53,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,546,146,14,0.04,3,17,10,7,2.27,2.42,0.82,6,23,0.3,1.4,71,2,6,0,0.23,0.13,0.75,0.16,0.54,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,547,146,4,0.04,3,17,10,7,2.27,2.41,0.79,6,23,0.3,1.4,71,2,6,0,0.23,0.13,0.75,0.16,0.54,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,548,146,2,0.04,3,17,10,7,2.27,2.4,0.77,6,23,0.3,1.4,71,2,6,0,0.23,0.13,0.75,0.16,0.54,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,549,145,1,0.04,3,17,10,7,2.27,2.39,0.78,6,23,0.3,1.4,71,2,6,0,0.23,0.13,0.77,0.19,0.55,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,550,146,25,0.04,3,17,10,7,2.27,2.38,0.76,6,23,0.3,1.4,71,2,6,0,0.23,0.13,0.77,0.19,0.55,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,551,148,144,0.04,3,17,10,7,2.27,2.33,0.72,6,23,0.3,3.5,73,2,6,0,0.23,0.13,0.77,0.19,0.55,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,552,141,9,0.05,2,17,10,7,2.28,2.45,0.72,7,23,0.33,4,73,2,6,0,0.22,0.13,0.79,0.21,0.56,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
eyp-systemd,553,143,8,0.05,2,17,10,7,2.3,2.56,0.73,7,23,0.32,8,74,2,6,0,0.23,0.13,0.83,0.22,0.56,0.27,0.83,2,0,0.99,0,1.01,2.03,0,1
puppet-hpc,554,157,2,0.03,0,454,420,34,31.59,38.67,3,4,547,0.33,0.8,39,1,4,0,0.59,0.39,1.25,0,0.65,0.3,0.94,1.96,0,0.98,0,1,2,0,1
puppet-hpc,555,81,40,0.04,0,455,423,32,92.51,113.75,9,8,547,0.17,0.4,15,0,3,0,0.59,0.39,1.25,0,0.65,0.3,0.94,1.96,0,0.98,0,1,2,0,1
puppet-hpc,556,117,43,0.04,0,460,420,40,30.31,35.77,3.85,1,562,0.33,0.8,0,15,4,0,0.59,0.39,1.27,0,0.66,0.3,0.94,1.96,0,0.98,0,1,2,0,1
puppet-hpc,557,24,5,0.1,0,452,420,32,72.43,89.4,7.2,5,532,0.25,0.43,1,4,2,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,558,27,2,0.1,0,4,4,0,4.98,5,0,2,547,0.5,0.2,0,0,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.93,0,0.96,0,1,2,0,1
puppet-hpc,559,35,9,0.1,0,4,4,0,4.98,5,0,5,547,1,0.14,0,0,3,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,560,24,2,0.14,1,464,422,42,191.26,226.5,25.5,9,535,0.08,0.2,0,0,3,0,0.59,0.39,1.28,0,0.66,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,561,28,9,0.12,0,452,420,32,91.77,113,9,6,549,0.08,0.2,0,0,3,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.93,0,0.96,0,1,2,0,1
puppet-hpc,562,58,16,0.06,0,452,420,32,179.55,222.5,17.5,7,546,0.17,0.4,9,0,3,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,563,32,10,0.11,0,16,16,0,17.81,17,1,3,533,0.5,0.25,0,0,3,0,0.59,0.39,0.04,0,0.02,0.3,0.94,1.93,0,0.97,0,1,2,0,1
puppet-hpc,564,37,5,0.06,0,452,420,32,179.55,222.5,17.5,5,533,0.17,0.4,0,8,2,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,565,56,16,0.04,0,4,4,0,4.18,2.6,1.6,4,546,0.67,0.4,14,1,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,566,33,10,0.07,0,4,4,0,3.99,4,0,4,548,1,0.2,0,0,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,567,49,18,0.04,0,4,4,0,4.98,5,0,5,546,1,0.14,7,0,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,568,88,6,0.04,2,454,420,34,41.46,50.89,4,4,548,0.25,0.6,0,0,3,0,0.59,0.39,1.25,0,0.65,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,569,96,1,0.03,0,462,423,39,44.7,42.25,5.42,6,549,0.42,1,0,9,3,0,0.59,0.39,1.27,0,0.66,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,570,79,15,0.03,0,16,16,0,17.81,17,1,3,544,0.5,0.25,11,1,2,0,0.59,0.39,0.04,0,0.02,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,571,32,10,0.07,1,1,1,0,2,2,0,3,547,0,0,0,0,2,0,0.59,0.39,0,0,0,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,572,28,8,0.12,0,452,420,32,91.77,113,9,6,550,0.08,0.2,0,2,3,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.93,0,0.97,0,1,2,0,1
puppet-hpc,573,70,7,0.03,0,469,425,44,16.74,18.1,2.61,2,550,0.58,1.4,0,28,2,0,0.59,0.39,1.29,0,0.67,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,574,71,1,0.03,0,469,425,44,16.74,17.69,2.62,2,550,0.58,1.4,0,29,2,0,0.59,0.39,1.29,0.01,0.67,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,575,106,9,0.03,0,20,10,10,8.86,5.6,3.4,9,562,0.25,0.2,22,0,3,0,0.59,0.39,0.06,0,0.37,0.3,0.94,1.97,0,0.98,0,1,2,0,1
puppet-hpc,576,40,7,0.06,0,465,423,42,97.62,115.25,12.75,9,539,0.08,0.2,0,8,2,0,0.59,0.39,1.28,0,0.66,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,577,44,2,0.05,0,4,4,0,4.23,2.75,1.5,1,547,1,0.4,0,7,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,578,44,6,0.05,0,4,4,0,4.23,2.6,1.2,1,547,1,0.6,0,7,2,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.94,0,0.97,0,1,2,0,1
puppet-hpc,579,75,5,0.03,0,464,422,42,128.17,151.67,17,2,539,0.08,0.2,2,24,2,0,0.59,0.39,1.28,0,0.66,0.3,0.94,1.96,0,0.98,0,1,2,0,1
puppet-hpc,580,61,16,0.06,0,4,4,0,4.98,5,0,3,544,1,0.2,3,3,3,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.92,0,0.96,0,1,2,0,1
puppet-hpc,581,49,1,0.09,0,458,426,32,184.47,228,17,3,531,0.08,0.2,1,0,4,0,0.59,0.39,1.26,0,0.66,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,582,88,7,0.04,0,452,420,32,73.22,90.2,7.2,6,548,0.17,0.4,12,0,3,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,583,91,3,0.04,0,452,420,32,73.21,75.5,6,6,548,0.17,0.4,13,0,3,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.95,0,0.98,0,1,2,0,1
puppet-hpc,584,46,12,0.05,1,452,420,32,119.38,148,11.67,7,545,0.25,0.43,4,1,2,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,585,108,16,0.04,2,452,420,32,118.38,147,11.67,1,546,0.08,0.2,8,12,4,0,0.59,0.39,1.24,0,0.65,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,586,29,8,0.12,0,4,4,0,4.98,5,0,17,551,0.33,0.2,0,0,3,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.93,0,0.97,0,1,2,0,1
puppet-hpc,587,37,8,0.09,0,455,423,32,92.51,113.75,9,6,535,0.17,0.4,0,15,3,0,0.59,0.39,1.25,0,0.65,0.3,0.94,1.95,0,0.97,0,1,2,0,1
puppet-hpc,588,132,145,0.04,0,465,423,42,128.83,152.33,17,7,533,0.08,0.2,0,4,5,0,0.59,0.39,1.28,0,0.66,0.3,0.94,1.96,0,0.98,0,1,2,0,1
puppet-hpc,589,127,54,0.03,0,4,4,0,3.16,3.17,0,4,547,1,0.2,18,8,3,0,0.59,0.39,0.01,0,0.01,0.3,0.94,1.95,0,0.97,0,1,2,0,1
