instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
172,postgresql-cluster,1033,32,2,149,102,47,4.49,4.45,1.98,5,93,0.24,0.55,51,39,0,30,0,31,0,17,14,17,0,12,0,0,0,0,2,0,0,0,0,0.05,0.47,0.53,1.62,0.04,0.84,0.37,0.85,1.98,0,0.99,0.22,0.98,2.01,0.03,1
173,postgresql-cluster,1033,10,2,149,102,47,4.49,4.84,1.97,5,93,0.28,0.64,46,39,0,30,0,31,0,17,13,18,0,10,0,0,0,0,2,0,0,0,0,0.05,0.47,0.53,1.62,0.04,0.84,0.37,0.85,1.98,0,0.99,0.22,0.98,2.01,0.03,1
174,postgresql-cluster,82,4,0,111,97,14,7.86,11.6,1.9,2,72,0.12,0.12,28,0,0,10,0,7,0,1,6,1,0,8,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.23,0,0.72,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
175,postgresql-cluster,76,14,1,111,97,14,7.86,10.82,2.09,3,72,0.15,0.21,23,0,0,9,0,7,0,1,6,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.46,0.54,1.26,0,0.73,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
176,postgresql-cluster,76,2,1,112,97,15,7.86,10.33,2.17,3,73,0.13,0.27,23,0,0,9,0,7,0,1,6,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.46,0.54,1.26,0.01,0.73,0.37,0.85,1.9,0,0.95,0.13,1,2.01,0.01,1
177,postgresql-cluster,76,8,1,114,97,17,7.87,10.15,2.46,3,75,0.13,0.27,23,0,0,9,0,7,0,1,6,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.47,0.53,1.27,0.03,0.73,0.37,0.85,1.9,0,0.95,0.22,0.98,2.01,0.03,1
178,postgresql-cluster,79,8,1,136,100,36,11.91,12.85,5.23,2,48,0.05,0.07,20,1,0,8,0,8,1,1,7,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.46,0.54,1.5,0.01,0.8,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
179,postgresql-cluster,79,6,1,136,100,36,11.92,13.57,5.36,2,48,0.08,0.18,20,1,0,8,0,8,1,1,7,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.46,0.54,1.5,0.01,0.8,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
180,postgresql-cluster,79,6,1,136,100,36,11.93,14.6,5.07,2,48,0.12,0.27,20,1,0,8,0,8,1,1,7,1,0,6,0,0,0,0,1,0,0,0,0,0.11,0.46,0.54,1.5,0.01,0.8,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
181,postgresql-cluster,61,4,0,140,98,42,54.96,75.5,28,2,53,0.05,0.09,5,4,0,10,0,5,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.95,0,1,2.01,0,1
182,postgresql-cluster,61,2,0,140,98,42,54.74,51,19.67,2,53,0.11,0.18,5,4,0,10,0,5,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.95,0,1,2.01,0,1
183,postgresql-cluster,64,9,0,140,98,42,54.63,45.5,15,4,53,0.1,0.18,6,4,0,11,0,5,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.95,0,1,2.01,0,1
184,postgresql-cluster,77,4,0,134,99,35,35.08,41.67,16.33,2,49,0.04,0.09,16,3,0,8,0,9,1,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0.12,0.46,0.54,1.48,0.01,0.79,0.37,0.85,1.85,0,0.93,0,1,2.01,0,1
185,postgresql-cluster,99,22,0,134,99,35,35.07,37.5,14,3,49,0.08,0.18,22,3,0,7,0,12,1,0,10,2,0,4,0,0,0,0,0,0,0,0,0,0.12,0.47,0.52,1.52,0.05,0.81,0.37,0.85,1.85,0,0.93,0,1,2.01,0,1
186,postgresql-cluster,131,16,0,144,102,42,28.38,32.8,12,1,70,0.05,0.07,14,4,0,17,0,7,0,3,4,3,0,5,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.91,0,0.95,0,1,2.01,0,1
187,postgresql-cluster,131,4,0,144,102,42,28.38,31.17,11.17,1,70,0.08,0.18,14,4,0,17,0,7,0,3,4,3,0,5,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.91,0,0.95,0,1,2.01,0,1
188,postgresql-cluster,317,14,12,140,98,42,37.62,51.33,18.67,3,87,0.05,0.09,40,10,0,9,0,29,3,2,27,2,0,14,0,0,0,0,4,0,0,0,8,0.1,0.46,0.54,1.55,0,0.82,0.37,0.85,1.91,0,0.95,0,1,2.01,0,1
189,postgresql-cluster,73,73,0,110,97,13,55.5,98,13,2,75,0,0,0,1,0,29,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.22,0,0.72,0.37,0.85,1.91,0,0.95,0,1,2.01,0,1
190,postgresql-cluster,89,16,0,110,97,13,55.12,54.5,7,2,75,0.17,0.07,0,5,0,37,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.04,0.46,0.54,1.22,0,0.72,0.37,0.85,1.91,0,0.95,0,1,2.01,0,1
191,postgresql-cluster,66,66,0,110,97,13,55.5,98,13,1,75,0,0,1,3,0,9,0,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.22,0,0.72,0.37,0.85,1.77,0,0.89,0,1,2.01,0,1
192,postgresql-cluster,42,4,0,140,98,42,54.96,75.5,28,2,87,0.05,0.09,11,1,0,12,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0.07,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.95,0,1,2.01,0,1
193,postgresql-cluster,53,2,0,144,102,42,32.12,35,14,2,70,0.04,0.09,0,1,0,43,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
194,postgresql-cluster,84,10,0,140,98,42,36.97,50.67,18.67,1,87,0.05,0.09,16,0,0,15,0,5,0,1,4,1,0,4,0,0,0,0,0,0,0,0,0,0.07,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
195,postgresql-cluster,84,2,0,140,98,42,36.95,45.25,14.25,1,87,0.1,0.18,14,0,0,15,0,5,0,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0.07,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
196,postgresql-cluster,512,40,0,144,102,42,12.28,12.93,5,2,88,0.14,0.21,26,13,0,26,0,18,0,10,8,10,0,5,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.97,0,0.98,0,1,2.01,0,1
197,postgresql-cluster,519,11,0,144,102,42,12.29,13.56,5.12,2,88,0.17,0.29,26,13,0,26,0,18,0,10,8,10,0,5,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.97,0,0.98,0,1,2.01,0,1
198,postgresql-cluster,519,14,0,145,102,43,12.29,13.06,5,2,89,0.2,0.45,21,13,0,26,0,18,0,10,7,11,0,5,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.59,0.02,0.83,0.37,0.85,1.97,0,0.98,0.13,1,2.01,0.01,1
199,postgresql-cluster,36,36,0,110,97,13,55.5,98,13,1,52,0,0,1,2,0,13,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.22,0,0.72,0.37,0.85,1.77,0,0.89,0,1,2.01,0,1
200,postgresql-cluster,42,42,0,110,97,13,55.5,98,13,1,50,0,0,0,1,0,11,0,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.46,0.54,1.22,0,0.72,0.37,0.85,1.77,0,0.89,0,1,2.01,0,1
201,postgresql-cluster,11,11,0,110,97,13,55.5,98,13,1,8,0,0,5,0,0,9,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.22,0,0.72,0.37,0.85,1.65,0,0.85,0,1,2.01,0,1
202,postgresql-cluster,11,2,0,111,97,14,55.08,51.5,8,1,9,0.07,0.09,5,0,0,9,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.22,0.01,0.72,0.37,0.85,1.65,0,0.85,0.13,1,2.01,0.01,1
203,postgresql-cluster,20,2,0,111,97,14,30.18,49.5,8.5,1,88,0.05,0.09,5,0,0,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.23,0,0.72,0.37,0.85,1.86,0,0.93,0,1,2.01,0,1
204,postgresql-cluster,89,6,0,132,99,33,25.4,31.25,11.25,1,8,0.05,0.06,6,5,0,18,0,5,0,2,3,2,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.46,0,0.79,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
205,postgresql-cluster,93,4,0,132,99,33,25.35,25.6,9.8,1,8,0.1,0.14,6,6,0,18,0,5,0,2,3,2,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.47,0,0.79,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
206,postgresql-cluster,93,2,0,132,99,33,25.36,25.17,9.33,1,8,0.12,0.27,6,6,0,18,0,5,0,2,3,2,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.47,0,0.79,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
207,postgresql-cluster,73,4,0,140,98,42,54.96,75.5,28,3,53,0.07,0.07,4,6,0,22,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
208,postgresql-cluster,73,2,0,140,98,42,54.85,58,21,4,53,0.1,0.18,4,6,0,22,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
209,postgresql-cluster,262,8,0,129,102,27,8.95,11.69,2.62,1,72,0.06,0.07,6,5,0,28,0,8,1,5,3,5,0,2,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.43,0,0.78,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
210,postgresql-cluster,262,2,0,129,102,27,8.97,12.5,2.93,1,72,0.1,0.18,6,5,0,28,0,8,1,5,3,5,0,2,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.43,0,0.78,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
211,postgresql-cluster,262,4,0,129,102,27,8.98,13.6,2.8,1,72,0.14,0.27,6,5,0,28,0,8,1,5,3,5,0,2,0,0,0,0,0,0,0,0,0,0.05,0.46,0.54,1.43,0,0.78,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
212,postgresql-cluster,268,6,1,129,102,27,9,14.31,3.06,1,72,0.12,0.27,6,5,0,26,0,9,1,5,4,5,0,2,0,0,0,0,1,0,0,0,0,0.05,0.47,0.52,1.44,0.05,0.78,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
213,postgresql-cluster,15,2,0,73,39,34,33.74,24.67,18.67,1,69,0.04,0.09,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07,0.46,0.54,0.81,0,0.63,0.37,0.85,1.62,0,0.84,0,1,2.01,0,1
214,postgresql-cluster,24,2,0,47,32,15,12.03,11.25,4.25,1,88,0.11,0.18,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.46,0.54,0.52,0,0.57,0.37,0.85,1.76,0,0.89,0,1,2.01,0,1
215,postgresql-cluster,56,56,0,110,97,13,55.5,98,13,1,52,0,0,5,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.22,0,0.72,0.37,0.85,1.88,0,0.94,0,1,2.01,0,1
216,postgresql-cluster,49,8,0,140,98,42,54.96,75.5,28,1,87,0.05,0.09,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.94,0,1,2.01,0,1
217,postgresql-cluster,16,16,0,110,97,13,55.5,98,13,3,49,0,0,11,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.46,0.54,1.22,0,0.72,0.37,0.85,1.87,0,0.93,0,1,2.01,0,1
218,postgresql-cluster,197,4,7,140,98,42,54.96,75.5,28,2,88,0.05,0.09,7,12,0,11,0,15,0,2,13,2,0,2,0,0,0,0,2,0,0,0,5,0.09,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
219,postgresql-cluster,196,21,7,140,98,42,54.85,60,19,4,88,0.1,0.18,5,12,0,11,0,15,0,2,10,5,0,0,0,0,0,0,2,0,0,0,5,0.09,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
220,postgresql-cluster,69,2,0,131,99,32,12.27,14.67,5.22,1,88,0.08,0.18,1,2,0,14,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.45,0,0.78,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
221,postgresql-cluster,69,2,0,131,99,32,12.29,16.1,4.8,1,88,0.12,0.27,1,2,0,14,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.45,0,0.78,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
222,postgresql-cluster,24,2,0,110,97,13,28.74,50,6.5,1,48,0.17,0.09,0,0,0,19,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.22,0,0.72,0.37,0.85,1.87,0,0.93,0,1,2.01,0,1
223,postgresql-cluster,52,4,0,140,98,42,54.96,75.5,28,1,87,0.07,0.07,31,1,0,9,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.55,0,0.82,0.37,0.85,1.85,0,0.93,0,1,2.01,0,1
224,postgresql-cluster,24,3,0,47,32,15,22.58,21.5,8,1,88,0.07,0.06,12,0,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.46,0.54,0.52,0,0.57,0.37,0.85,1.74,0,0.88,0,1,2.01,0,1
225,postgresql-cluster,24,2,0,47,32,15,22.49,14.67,5.67,1,88,0.11,0.18,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.46,0.54,0.52,0,0.57,0.37,0.85,1.74,0,0.88,0,1,2.01,0,1
226,postgresql-cluster,143,4,0,140,98,42,54.96,75.5,28,2,87,0.07,0.07,13,13,0,13,0,10,2,1,9,1,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
227,postgresql-cluster,143,2,0,140,98,42,54.85,58,21,3,87,0.1,0.18,13,13,0,13,0,10,2,1,9,1,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
228,postgresql-cluster,143,2,0,140,98,42,54.74,50.75,16,3,87,0.14,0.27,12,13,0,13,0,10,2,1,8,2,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
229,postgresql-cluster,44,44,0,110,97,13,55.5,98,13,2,50,0,0,9,2,0,10,0,4,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.22,0,0.72,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
230,postgresql-cluster,124,8,0,140,98,42,28.71,39,14,1,21,0.07,0.07,17,4,0,12,0,9,0,2,7,2,1,4,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.55,0,0.82,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
231,postgresql-cluster,124,2,0,140,98,42,28.71,35.8,12.6,1,21,0.1,0.18,17,4,0,12,0,9,0,2,7,2,1,4,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.55,0,0.82,0.37,0.85,1.94,0,0.97,0,1,2.01,0,1
232,postgresql-cluster,83,4,5,140,98,42,28.71,38.5,14.5,1,101,0.07,0.07,1,3,0,8,0,8,0,1,7,1,0,0,0,0,0,0,2,0,1,0,2,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.92,0,0.96,0,1,2.01,0,1
233,postgresql-cluster,25,25,0,110,97,13,55.5,98,13,3,75,0,0,4,0,0,5,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.46,0.54,1.22,0,0.72,0.37,0.85,1.79,0,0.9,0,1,2.01,0,1
234,postgresql-cluster,33,8,0,110,97,13,55.12,54.5,7,4,75,0.17,0.07,4,2,0,7,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.46,0.54,1.22,0,0.72,0.37,0.85,1.79,0,0.9,0,1,2.01,0,1
235,postgresql-cluster,21,2,1,140,98,42,54.96,75.5,28,3,31,0.05,0.09,2,0,0,6,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0.14,0.46,0.54,1.55,0,0.82,0.37,0.85,1.81,0,0.91,0,1,2.01,0,1
236,postgresql-cluster,23,23,1,110,97,13,55.5,98,13,1,75,0,0,2,2,0,6,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0.46,0.54,1.22,0,0.72,0.37,0.85,1.76,0,0.89,0,1,2.01,0,1
237,postgresql-cluster,102,2,0,140,98,42,37.95,51,19.33,1,87,0.05,0.09,19,3,0,8,0,11,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
238,postgresql-cluster,102,6,0,140,98,42,37.92,45.5,14.75,1,87,0.1,0.18,14,3,0,8,0,11,0,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.55,0,0.82,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
239,postgresql-cluster,36,36,0,110,97,13,55.5,98,13,1,52,0,0,0,2,0,15,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.46,0.54,1.22,0,0.72,0.37,0.85,1.81,0,0.91,0,1,2.01,0,1
240,postgresql-cluster,25,25,0,110,97,13,55.5,98,13,2,75,0,0,4,0,0,5,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.46,0.54,1.22,0,0.72,0.37,0.85,1.74,0,0.88,0,1,2.01,0,1
241,postgresql-cluster,33,8,0,110,97,13,55.12,54.5,7,3,75,0.17,0.07,4,2,0,7,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.46,0.54,1.22,0,0.72,0.37,0.85,1.74,0,0.88,0,1,2.01,0,1
242,postgresql-cluster,46,6,0,140,98,42,54.96,75.5,28,2,57,0.05,0.09,1,1,0,10,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.55,0,0.82,0.37,0.85,1.89,0,0.94,0,1,2.01,0,1
243,postgresql-cluster,92,4,0,144,102,42,34.74,41,14.25,2,88,0.05,0.07,19,1,0,12,0,7,0,1,6,1,0,4,0,0,0,0,0,0,0,0,0,0.09,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.93,0,0.96,0,1,2.01,0,1
244,postgresql-cluster,99,11,0,144,102,42,34.73,37.4,12.8,2,88,0.09,0.14,19,1,0,12,0,7,0,1,6,1,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.01,0.83,0.37,0.85,1.93,0,0.96,0,1,2.01,0,1
245,postgresql-cluster,99,2,0,145,102,43,34.67,32,11.17,2,89,0.12,0.27,19,1,0,12,0,7,0,1,6,1,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.02,0.83,0.37,0.85,1.93,0,0.96,0.13,1,2.01,0.01,1
246,postgresql-cluster,99,4,0,145,102,43,34.66,31.57,9.71,2,89,0.16,0.36,12,1,0,12,0,7,0,1,4,3,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.02,0.83,0.37,0.85,1.93,0,0.96,0.13,1,2.01,0.01,1
247,postgresql-cluster,29,29,0,110,97,13,55.5,98,13,2,50,0,0,9,1,0,9,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.22,0,0.72,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
248,attack-range,5,1,4,240,113,127,93.75,79.5,107,10,138,0.03,0.25,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0.8,0.61,0.58,1.5,0,0.8,0.47,0.61,0.73,0,0.61,0,1,2,0,1
249,attack-range,75,19,0,239,112,127,185.5,157,214,3,24,0.03,0.33,24,2,0,5,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.61,0.58,1.49,0,0.8,0.47,0.61,1.49,0,0.8,0,1,2,0,1
250,attack-range,43,5,13,261,126,135,36.91,22.75,33.12,1,164,0.03,0.03,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.58,1.63,0.02,0.84,0.47,0.61,1.48,0,0.79,0,1,2,0,1
251,attack-range,43,2,13,261,126,135,36.9,21,30,1,164,0.03,0.07,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.57,1.64,0.05,0.85,0.47,0.61,1.48,0,0.79,0,1,2,0,1
252,attack-range,43,2,13,261,126,135,36.88,19,27.1,1,164,0.03,0.08,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.57,1.64,0.05,0.85,0.47,0.61,1.48,0,0.79,0,1,2,0,1
253,attack-range,23,2,0,5,1,4,5.44,1.5,4,1,66,0.07,0.33,8,1,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,0.03,0,0.5,0.47,0.61,1.47,0,0.79,0,1,2,0,1
254,attack-range,27,4,0,8,4,4,5.44,2.33,3.67,1,69,0.13,0.67,10,1,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.61,0.57,0.06,0.02,0.5,0.47,0.61,1.47,0,0.79,0.17,0.99,2,0.01,1
255,attack-range,45,4,0,15,5,10,17.54,6,12,1,96,0,0,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.18,0.61,0.58,0.09,0,0.51,0.47,0.61,1.56,0,0.82,0,1,2,0,1
256,attack-range,45,4,0,15,5,10,17.53,6.5,8.5,1,96,0.04,0.07,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.18,0.61,0.57,0.15,0.03,0.52,0.47,0.61,1.56,0,0.82,0,1,2,0,1
257,attack-range,46,5,0,15,5,10,17.46,4,5.75,1,96,0.04,0.07,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.17,0.61,0.56,0.2,0.05,0.52,0.47,0.61,1.56,0,0.82,0,1,2,0,1
258,attack-range,16,6,0,243,115,128,107.58,81,120,3,39,0.03,0.25,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.61,0.58,1.52,0,0.81,0.47,0.61,1.46,0,0.79,0,1,2,0,1
259,attack-range,7,2,2,239,112,127,185.5,157,214,5,145,0.03,0.25,0,0,0,2,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0.43,0.61,0.58,1.49,0,0.8,0.47,0.61,1.55,0,0.81,0,1,2,0,1
260,attack-range,21,4,0,239,112,127,185.5,157,214,4,55,0.03,0.08,6,2,0,7,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.61,0.58,1.49,0,0.8,0.47,0.61,1.7,0,0.87,0,1,2,0,1
261,attack-range,36,15,0,240,113,127,185.03,81,109.5,4,55,0.06,0.29,12,3,0,8,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.61,0.58,1.5,0.01,0.8,0.47,0.61,1.7,0,0.87,0.1,1,2,0,1
262,attack-range,14,8,5,239,112,127,185.5,157,214,8,92,0.03,0.03,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0.36,0.61,0.58,1.49,0,0.8,0.47,0.61,0.57,0,0.58,0,1,2,0,1
263,attack-range,14,5,0,239,112,127,185.5,157,214,3,11,0.03,0.25,2,1,0,3,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.61,0.58,1.49,0,0.8,0.47,0.61,1.38,0,0.76,0,1,2,0,1
264,attack-range,6,1,0,239,112,127,185.5,157,214,1,72,0.03,0.07,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,1.49,0,0.8,0.47,0.61,1.31,0,0.74,0,1,2,0,1
265,attack-range,20,2,0,15,5,10,17.54,6,12,3,123,0,0,5,0,0,4,0,4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.61,0.58,0.09,0,0.51,0.47,0.61,1.44,0,0.78,0,1,2,0,1
266,attack-range,20,6,0,15,5,10,17.5,4,6,3,123,0,0,5,0,0,4,0,4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.61,0.58,0.09,0,0.51,0.47,0.61,1.44,0,0.78,0,1,2,0,1
