instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
559,ansible-nas,18,4,1,3,3,0,5.07,71.33,0.33,247,345,0.5,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
560,ansible-nas,18,2,1,3,3,0,5.28,64.5,0.25,248,345,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
561,ansible-nas,45,1,0,277,196,81,53.41,53.14,25.71,3,103,0.05,0.75,0,1,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.57,0.01,0.8,0.34,0.84,1.99,0,0.99,0,1,2,0,1
562,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
563,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
564,ansible-nas,25,36,0,82,37,45,38.68,23.33,24.67,3,103,0.02,0.12,0,0,0,12,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.16,0.45,0.38,0.46,0,0.53,0.34,0.84,1.93,0,0.96,0,1,2,0,1
565,ansible-nas,24,1,0,82,37,45,38.85,44.75,24.25,3,103,0.04,0.5,0,0,0,11,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.17,0.41,0.25,0.89,0.34,0.62,0.34,0.84,1.93,0,0.96,0,1,2,0,1
566,ansible-nas,50,77,0,118,57,61,34.97,33.5,15.75,3,103,0.04,0.25,0,1,0,23,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
567,ansible-nas,49,1,0,118,57,61,35.11,48.6,17.2,3,103,0.05,0.75,0,1,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,1.03,0.34,0.65,0.34,0.84,1.99,0,0.99,0,1,2,0,1
568,ansible-nas,41,66,0,118,57,61,45.97,44.33,20.67,3,103,0.03,0.25,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.67,0,0.57,0.34,0.84,2,0,1,0,1,2,0,1
569,ansible-nas,40,1,0,118,57,61,46.13,60.5,21.25,3,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.41,0.25,1.03,0.34,0.65,0.34,0.84,2,0,1,0,1,2,0,1
570,ansible-nas,44,72,0,118,57,61,45.97,44.33,20.67,4,103,0.03,0.25,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
571,ansible-nas,42,2,0,119,57,62,45.97,42,17.5,4,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.44,0.32,0.8,0.15,0.6,0.34,0.84,1.99,0,0.99,0.08,1,2,0,1
572,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
573,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,226,332,0.05,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
574,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,227,332,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
575,ansible-nas,42,1,0,264,193,71,45.11,48.14,20.14,4,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1.5,0.01,0.78,0.34,0.84,1.99,0,0.99,0,1,2,0,1
576,ansible-nas,18,3,1,177,150,27,89,151,27,72,241,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
577,ansible-nas,25,3,1,177,150,27,89,151,27,8,332,0.03,0.25,0,2,21,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
578,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
579,ansible-nas,10,2,1,2,2,0,2.97,3,0,87,332,0.5,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.01,0,0.01,0.34,0.84,1.98,0,0.99,0,1,2,0,1
580,ansible-nas,42,68,0,123,62,61,38.52,37.5,15.5,4,103,0.05,0.38,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
581,ansible-nas,41,1,0,123,62,61,38.53,38,14.2,4,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.44,0.32,0.82,0.15,0.6,0.34,0.84,1.99,0,0.99,0,1,2,0,1
582,ansible-nas,19,3,1,3,3,0,3.94,4,0,85,345,1,0.12,3,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.02,0,0.01,0.34,0.84,1.75,0,0.89,0,1,2,0,1
583,ansible-nas,18,3,1,3,3,0,4.13,21,0,117,345,0.5,0.5,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
584,ansible-nas,18,4,1,3,3,0,5.07,71.33,0.33,247,345,0.5,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
585,ansible-nas,18,2,1,3,3,0,5.28,64.5,0.25,248,345,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
586,ansible-nas,39,57,0,10,4,6,12.49,5,8,1,96,0.02,0.12,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.06,0,0.47,0.34,0.84,1.92,0,0.96,0,1,2,0,1
587,ansible-nas,37,10,0,10,4,6,13.16,57,15.5,1,96,0.04,0.5,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.41,0.25,0.62,0.34,0.56,0.34,0.84,1.92,0,0.96,0,1,2,0,1
588,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
589,ansible-nas,36,4,0,12,9,3,8.61,7,2,2,104,0.04,0.5,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.07,0,0.48,0.34,0.84,1.98,0,0.99,0,1,2,0,1
590,ansible-nas,10,2,1,4,3,1,4.92,4,1,87,332,0.5,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.02,0,0.01,0.34,0.84,1.98,0,0.99,0,1,2,0,1
591,ansible-nas,18,3,1,177,150,27,89,151,27,76,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
592,ansible-nas,44,72,0,2,0,2,2.97,1,2,4,103,0.02,0.12,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.01,0,0.46,0.34,0.84,1.99,0,0.99,0,1,2,0,1
593,ansible-nas,43,1,0,2,0,2,3.68,55,12.5,4,103,0.04,0.5,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,0.6,0.34,0.56,0.34,0.84,1.99,0,0.99,0,1,2,0,1
594,ansible-nas,6,2,0,177,150,27,89,151,27,1,345,0.03,0.12,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.38,1,0,0.63,0.34,0.84,0.97,0,0.66,0,1,2,0,1
595,ansible-nas,18,3,1,177,150,27,89,151,27,76,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
596,ansible-nas,19,3,1,2,2,0,2.97,3,0,75,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.01,0,0.01,0.34,0.84,1.75,0,0.89,0,1,2,0,1
597,ansible-nas,18,3,1,2,2,0,3.16,20.5,0,107,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
598,ansible-nas,18,4,1,2,2,0,4.1,71,0.33,233,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
599,ansible-nas,18,2,1,2,2,0,4.32,64.25,0.25,234,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
600,ansible-nas,33,20,1,177,150,27,89,151,27,84,324,0.03,0.12,0,3,28,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0.18,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
601,ansible-nas,32,3,1,177,150,27,88.64,85.5,15.5,88,324,0.03,0.25,0,3,27,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,1.05,0,0.64,0.34,0.84,1.75,0,0.89,0,1,2,0,1
602,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
603,ansible-nas,58,96,0,10,4,6,12.49,5,8,1,96,0.02,0.12,0,1,0,29,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.45,0.38,0.06,0,0.47,0.34,0.84,1.99,0,0.99,0,1,2,0,1
604,ansible-nas,46,2,0,10,4,6,13.16,57,15.5,1,96,0.04,0.29,17,1,0,12,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,0.62,0.34,0.56,0.34,0.84,1.99,0,0.99,0,1,2,0,1
605,ansible-nas,57,1,0,10,4,6,13.1,38.33,11,1,96,0.04,0.5,0,1,0,28,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0.25,0.62,0.34,0.56,0.34,0.84,1.99,0,0.99,0,1,2,0,1
606,ansible-nas,18,1,0,177,150,27,89,151,27,5,345,0.03,0.12,0,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,1,0,0.63,0.34,0.84,1.96,0,0.98,0,1,2,0,1
607,ansible-nas,31,1,0,177,150,27,46.96,76.5,15,3,105,0.04,0.5,0,0,0,14,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.13,0.45,0.38,1,0,0.63,0.34,0.84,1.99,0,0.99,0,1,2,0,1
608,ansible-nas,84,26,0,141,67,74,31.17,24.5,15.7,6,103,0.04,0.25,0,0,0,40,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.8,0,0.59,0.34,0.84,1.99,0,1,0,1,2,0,1
609,ansible-nas,82,8,0,141,67,74,31.22,32.18,16.36,7,103,0.05,0.75,0,0,0,38,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.41,0.25,1.12,0.35,0.67,0.34,0.84,1.99,0,1,0,1,2,0,1
610,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
611,ansible-nas,48,76,0,118,57,61,15.99,15.44,6.89,2,104,0.05,0.38,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
612,ansible-nas,46,2,0,118,57,61,16.06,24.8,8.5,2,104,0.07,1,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,1.03,0.34,0.65,0.34,0.84,1.99,0,0.99,0,1,2,0,1
613,ansible-nas,44,72,0,138,64,74,40.83,31.71,21.86,3,103,0.05,0.38,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
614,ansible-nas,43,1,0,138,64,74,40.84,32.75,20.25,3,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.44,0.32,0.89,0.15,0.62,0.34,0.84,1.99,0,0.99,0,1,2,0,1
615,ansible-nas,42,6,0,122,61,61,23.25,22.14,9.43,3,103,0.04,0.5,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.69,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
616,ansible-nas,70,2,0,192,157,35,37.19,54.33,13,3,103,0.04,0.5,0,0,0,33,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,1.09,0.01,0.65,0.34,0.84,1.99,0,1,0,1,2,0,1
617,ansible-nas,20,3,1,177,150,27,88.51,76,13.5,1,346,0.03,0.25,0,1,17,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
618,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
619,ansible-nas,48,14,0,192,157,35,54.79,80.5,19.5,3,103,0.02,0.12,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,1.09,0.01,0.65,0.34,0.84,1.99,0,0.99,0,1,2,0,1
620,ansible-nas,47,1,0,192,157,35,54.65,54,13.33,3,103,0.02,0.25,0,0,0,23,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.09,0.01,0.65,0.34,0.84,1.99,0,0.99,0,1,2,0,1
621,ansible-nas,18,3,1,177,150,27,89,151,27,76,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
622,ansible-nas,37,6,0,6,4,2,6.84,5,2,3,104,0.03,0.25,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.03,0,0.47,0.34,0.84,1.99,0,0.99,0,1,2,0,1
623,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
624,ansible-nas,18,3,1,177,150,27,89,151,27,76,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
625,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
626,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
627,ansible-nas,66,14,0,277,196,81,42.75,44.38,20.12,3,103,0.07,0.5,0,0,0,32,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,1.57,0.01,0.8,0.34,0.84,1.99,0,1,0,1,2,0,1
628,ansible-nas,64,2,0,277,196,81,42.72,39.56,18,3,103,0.07,1,0,0,0,31,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,1.57,0.01,0.8,0.34,0.84,1.99,0,1,0,1,2,0,1
629,ansible-nas,63,102,0,21,9,12,20.59,10,12,4,103,0,0,0,0,0,29,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,0.12,0,0.48,0.34,0.84,1.99,0,0.99,0,1,2,0,1
630,ansible-nas,63,7,0,22,9,13,20.6,15.33,6.67,4,103,0.02,0.25,0,0,0,29,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.44,0.32,0.32,0.15,0.51,0.34,0.84,1.99,0,0.99,0.08,1,2,0,1
631,algo,130,14,4,102,59,43,13.14,10.73,7.32,1,26,0.03,0.09,16,3,0,7,0,16,1,1,15,1,0,4,0,0,0,0,2,0,0,0,2,0.13,0.45,0.45,1.71,0.04,0.88,0.4,0.82,1.93,0,0.96,0,1.01,2.01,0,1
632,algo,120,10,4,102,59,43,13.14,10.57,7.35,1,26,0.03,0.09,14,3,0,7,0,15,1,1,14,1,0,2,0,0,0,0,2,0,0,0,2,0.13,0.46,0.41,1.73,0.13,0.88,0.4,0.82,1.93,0,0.96,0,1.01,2.01,0,1
633,algo,129,9,4,102,59,43,13.13,10.21,7.04,1,26,0.03,0.13,18,3,0,7,0,16,1,1,15,1,0,3,0,0,0,0,2,0,0,0,2,0.13,0.46,0.41,1.73,0.13,0.88,0.4,0.82,1.93,0,0.96,0,1.01,2.01,0,1
634,algo,129,2,4,103,59,44,13.13,9.92,6.84,1,27,0.03,0.17,18,3,0,7,0,16,1,1,15,1,0,3,0,0,0,0,2,0,0,0,2,0.13,0.46,0.4,1.73,0.14,0.88,0.4,0.82,1.93,0,0.96,0.16,0.99,2.01,0.01,1
635,algo,129,2,4,105,59,46,13.13,9.92,6.73,1,29,0.03,0.25,18,3,0,7,0,16,1,1,15,1,0,3,0,0,0,0,2,0,0,0,2,0.13,0.46,0.39,1.75,0.17,0.89,0.4,0.82,1.93,0,0.96,0.28,0.97,2.01,0.04,1
636,algo,128,9,4,105,59,46,13.12,9.67,6.52,1,29,0.04,0.46,18,3,0,7,0,16,1,1,15,1,0,3,0,0,0,0,2,0,0,0,2,0.13,0.46,0.39,1.75,0.17,0.89,0.4,0.82,1.93,0,0.96,0.28,0.97,2.01,0.04,1
637,algo,20,2,0,70,44,26,16.54,16.5,10.83,1,25,0.04,0.09,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.45,0.45,1.18,0,0.71,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
638,algo,15,31,3,74,44,30,23.59,19.25,13.75,3,40,0.01,0.05,4,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0.27,0.45,0.45,1.24,0.01,0.72,0.4,0.82,1.74,0,0.88,0,1.01,2.01,0,1
639,algo,34,2,2,47,26,21,26.7,19,16.5,1,40,0.01,0.08,17,2,0,6,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.15,0.45,0.45,0.79,0,0.62,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
640,algo,62,1,0,80,54,26,19.84,19.5,13.33,2,32,0.01,0.1,8,4,0,10,0,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.45,1.34,0.01,0.75,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
641,algo,62,60,0,81,54,27,19.81,17.14,11.71,2,33,0.01,0.15,8,4,0,10,0,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.46,0.43,1.36,0.05,0.76,0.4,0.82,1.9,0,0.95,0.16,0.99,2.01,0.01,1
642,algo,80,67,0,80,54,26,38.04,38,26,2,32,0.01,0.08,8,4,0,8,0,8,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.45,1.34,0.01,0.75,0.4,0.82,1.82,0,0.91,0,1.01,2.01,0,1
643,algo,78,10,1,90,55,35,16.01,13.29,8.21,1,41,0.02,0.13,4,4,0,23,0,3,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0.05,0.45,0.45,1.51,0.01,0.8,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
644,algo,79,123,1,92,55,37,16.01,13.07,7.93,1,43,0.03,0.31,4,4,0,23,0,3,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0.05,0.45,0.43,1.54,0.05,0.81,0.4,0.82,1.86,0,0.93,0.23,0.98,2.01,0.03,1
645,algo,59,5,2,48,27,21,15.51,10.75,9.25,1,40,0.02,0.09,0,2,0,21,0,3,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0.07,0.45,0.45,0.81,0,0.62,0.4,0.82,1.89,0,0.94,0,1.01,2.01,0,1
646,algo,59,2,2,50,27,23,15.5,10.6,8.2,1,42,0.02,0.23,0,2,0,21,0,3,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0.07,0.45,0.43,0.88,0.04,0.63,0.4,0.82,1.89,0,0.94,0.23,0.98,2.01,0.03,1
647,algo,27,3,0,73,42,31,19.36,13.56,10.78,1,18,0.05,0.11,3,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.45,0.45,1.23,0.01,0.72,0.4,0.82,1.76,0,0.89,0,1.01,2.01,0,1
648,algo,32,5,0,73,42,31,19.35,12.9,10.5,1,18,0.04,0.16,5,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.46,0.41,1.28,0.1,0.74,0.4,0.82,1.76,0,0.89,0,1.01,2.01,0,1
649,algo,33,1,0,74,42,32,19.34,12,9.73,1,19,0.04,0.38,5,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.46,0.4,1.29,0.12,0.74,0.4,0.82,1.76,0,0.89,0.16,0.99,2.01,0.01,1
650,algo,46,13,1,87,55,32,9.18,7.44,4.44,1,40,0.04,0.11,19,3,0,8,0,5,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0.13,0.45,0.45,1.46,0.01,0.79,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
651,algo,50,8,1,87,55,32,9.17,7.26,4.42,1,40,0.04,0.33,20,3,0,8,0,6,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0.14,0.46,0.41,1.5,0.11,0.8,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
652,algo,50,22,1,88,55,33,9.17,7.1,4.33,1,41,0.04,0.46,20,3,0,8,0,6,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0.14,0.46,0.4,1.51,0.12,0.8,0.4,0.82,1.92,0,0.95,0.16,0.99,2.01,0.01,1
653,algo,65,43,0,4,2,2,4.32,2.5,2,1,32,0.04,0.04,0,5,0,53,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.45,0.45,0.07,0,0.5,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
654,algo,65,108,0,6,2,4,4.37,5,2.67,1,34,0.04,0.15,0,5,0,53,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.45,0.43,0.25,0.03,0.53,0.4,0.82,1.86,0,0.93,0.23,0.98,2.01,0.03,1
655,algo,22,1,0,77,46,31,17.06,14.88,11,2,31,0.02,0.12,8,1,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.45,1.29,0.01,0.74,0.4,0.82,1.76,0,0.89,0,1.01,2.01,0,1
